qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Guildmaster_of_{s10}|El Maestro del gremio de {s10} os ha pedido que llevéis un rebaño de ganado hacia {s13}. A cambio ganaréis {reg8} monedas.
qstr_He_is_not_commanding|En estos momentos no está al mando de ningún hombre.
qstr_He_currently_command|Actualmente está al mando de {reg0} hombres{reg1?, de los cuales {reg1} están heridos:}.
qstr_The_elder_of_the_vil|El anciano de la aldea de {s3} os ha pedido que le llevéis {reg5} sacos de trigo.
qstr_The_elder_of_the_vill|El anciano de la aldea de {s13} os ha pedido que entrenéis a {reg5} paisanos para que aprendan a combatir contra los bandidos.
qstr_The_elder_of_the_villa|El anciano de la aldea de {s3} os ha pedido que le llevéis {reg5} cabezas de ganado.
qstr_{s16}_and_{s15}|{s16} y {s15}
qstr_I_can_smell_a_fat_pu|Puedo oler un monedero abultado desde lejos. Creo que el vuestro podría aligerarse, ¿eh?
qstr_Why_it_be_another_tr|¡Vaya, pero si es {otro viajero/otra viajera}! ¡Qué coincidencia que nos encontremos por aquí! Os advierto que estos parajes son algo peligrosos para {un hombre/una mujer} como vos. Pero por un pequeño donativo mis chicos y yo nos aseguraremos de que lleguéis {sano y salvo/sana y salva} a vuestro destino, ¿eh?
qstr_Well_well_look_at_th|¡Bueno, bueno, mirad esto! Será mejor que comencéis a soltar la plata, {amigo/amiga}, o mis chicos y yo tendremos que daros una paliza.
qstr_There_s_a_toll_for_p|Para pasar por aquí tenéis que pagar un peaje, así que si no os importa, nos vamos a tomar la libertad de cogerlo de vuestro monedero...
qstr_Another_fool_come_to|{Otro/Otra} idiota que quiere morir a mis manos, ¿eh? ¡Pues bien, luchemos!
qstr_We_re_not_afraid_of_|No nos asustas, {cerdo/bruja}. ¡Os partiremos la cabeza!
qstr_That_was_a_mistake._|Habéis cometido un error. Ahora tendré que daros una muerte lenta y dolorosa.
qstr_Brave_words._Let_s_s|Valientes palabras. ¡A ver cómo las demostráis con hechos, {perro/perra}!
qstr_your_lordship|vuestro señorío
qstr_A_{s5}?_Well..._Yes_|A {s5}? Well... Yes, I suppose it is. What a strange thing to ask.
qstr_Eh?_No_it_most_certa|¿Eh? No, a buen seguro no es un {s5}. Si yo fuera vos, empezaría a cuestionar mi vista.
qstr_This_is_the_{reg4?to|Estáis en {reg4?la ciudad:la aldea} de {s5}, {señor/señora}.
qstr_{s6}_Our_{reg4?town:|{s6} {reg4?Nuestra ciudad:Nuestra aldea} y las tierras colindantes os pertenecen, mi {señor/señora}.
qstr_{s6}_Our_{reg4?town:v|{s6} {reg4?Nuestra ciudad:Nuestra aldea} y las tierras colindantes pertenecen al {s7} del {s8}.
qstr_{s3}_and_{s5}|{s3} y {s5}
qstr_{reg20?We_mostly_pro|{reg20?Aquí producimos sobre todo {s5}:Actualmente no producimos casi nada}. Si queréis saber más, podéis hablar con nuestro {reg4?maestro de la cofradía:anciano}. Está justo allí.
qstr_Do_you_have_a_need_f|¿Buscais a algún tipo de mercader, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis compañeros:un compañero} estamos:Yo estoy} buscando por un lider. Nos uniremos a ti por {reg5} monedas.
qstr_Do_you_have_a_need_fo|¿Buscais a algún tipo de hombre de fe, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis compañeros:un compañero} estamos:Yo estoy} buscando por un lider. Nos uniremos a ti por {reg5} monedas.
qstr_Do_you_have_a_need_for|¿Buscais a algún tipo de soldado, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis compañeros:un compañero} estamos:Yo estoy} buscando por un lider. Nos uniremos a ti por {reg5} monedas.
qstr_You_chose_well_{sir/|Buena elección, {señor/señora}. Mis compañeros saben como mantener su palabra y ganarse la paga.
qstr_Well_done_{sir/madam|Buena elección, {señor/señora}. Manten el dinero y el vino y no habrá mejor trato que puedas hacer en el mundo que este con nosotros.
qstr_We_are_at_your_servic|Estamos a vuestro servicio, {señor/señora}. Indicanos la dirección del mercado y nosotros haremos el resto.
qstr_You_wont_find_better|No encontraréis mejores mercaderes en este mundo.
qstr_You_won_t_regret_thi|No os arrepentiréis.
qstr_{s3}_of_{s4}_wishes_|{s3} de {s4} desea elegir una nueva Mano e invita a sus vasallos para celebrar un concilio. {s1} y {s2} son los candidatos.
qstr_{s2}_has_heard_his_va|{s2} ha oido la opinión de sus vasallos y selecciona a {s1} como Mano de {s3}.
qstr_{s1}_of_{s3}_was_def|{s1} de {s3} ha sido derrotado en batalla pero ha escapado.
qstr_Reading_Progress:_{r|Proceso de lectura: {reg1}%
qstr_{s1}_has_been_besiege|{s1} ha sido asediado por {s2} de {s3}.
qstr_{s1}_is_the_new_marsh|{s1} es la nueva Mano de {s2}.
qstr_{reg0?One_of_your_pri|{reg0?Uno de vuestros prisioneros :}{s1} de {s3} ha escapado!
qstr_You_were_a_child_of_the|Sois {reg3?una hija:un hijo} de la estepa, nacisteis en una tribu de nómadas que vivían en campamentos extendidos por las áridas praderas. Como otras gentes tribales, vuestra familia adoraba a los caballos sobre cualquier otra cosa, y os enseñaron a cabalgar antes incluso de que aprendierais a andar. 
qstr_As_a_{reg3?girl:boy}_growing_out_of|Al abandonar la niñez, os enviaron a vivir a la corte de uno de los señores de aquellas tierras. Allí aprendisteis a ser humilde, mientras servíais a los señores y señoras de la casa. Pero de sus juegos de ajedrez, sus cotilleos, e incluso de sus poesías sobre grandes hazañas y amores de corte, aprendisteis todo acerca del conflicto y la competición del mundo de los adultos. También aprendisteis de los juegos que practicaban otros niños, que se golpeaban con palos imitando las espadas de sus mayores.
qstr_As_a_{reg3?girl:boy}_growing_out_of_|Al dejar atrás vuestra niñez, cabalgasteis por las estepas en vuestro caballo, aprendiendo sobre las llanuras y el desierto. Aunque a veces pasasteis hambre, os convertisteis en hábil {reg3?cazadora:cazador} y {reg3?exploradora:explorador} de estas tierras deshabitadas. Vuestro cuerpo también se endureció gracias al rigor físico que caracteriza la vida de {reg3?una:un} nómada.
qstr_Though_the_distinction_felt_sudden_to_you_somewh|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?una mujer:un hombre}, y todo el mundo pareció cambiar a vuestro alrededor. Os encontrasteis estudiando en una universidad en una gran ciudad, aprendiendo teología, filosofía y medicina. Pero no todas vuestras lecciones se impartieron en las aulas. A veces os aventurabais con vuestros compañeros por los callejones en busca de vino, mujeres y una buena pelea. Sin embargo, no dejasteis de observar cómo se llevaba a cabo el arreglo de una mandíbula rota, o cómo un ciudadano enfadado podía ser persuadido para dejar su garrote y aceptar una compensación en dinero por la destrucción de su tienda.
qstr_You_are_currently_rea|Actualmente estáis leyendo {s8}.
qstr_Current_party_size_li|El límite actual del grupo es {reg5}.^Los modificadores del tamaño del grupo son:^^Tamaño base:  +10^Liderar: {s2}{reg1}^Carisma: {s3}{reg2}^Renombre: {s4}{reg3}^TOTAL:  {reg5}
qstr_Your_relation_with_th|Vuestra relación con las facciones es:^{s2}
qstr_Player_renown_is_inc|Vuestro renombre se ha incrementado en 100. 
qstr_Player_honor_is_incr|Vuestro honor ha aumentado en 1 y ahora es {reg7}.
qstr_{s1}_of_{s3}_managed|{s1} de {s3} ha conseguido escapar.
qstr_However_since_you_are|Sin embargo, no habéis jurado lealtad hacia {s9}, así que no hay posibilidad de que se te reconozca como {dueño/dueña} de {reg8?esa ciudad:ese castillo}
qstr_As_you_approach_you_are|En cuanto os aproximáis, los guardias del castillo os reconocen y os dan la bienvenida mientras os abren las puertas.
qstr_{s13}_A_tournament_w|{s13} Pronto se celebrará un torneo aquí.
qstr_{s1}_s_Ship|Barco de {s1}
qstr_{s13}_asked_you_to_re|{s13} os pide que os presentéis ante él con al menos {reg13} tropas.
qstr_Party_has_nothing_to|¡El grupo no tiene nada para comer!
qstr_{s1}_of_{s3}_has_bee|{s1} de {s3} ha sido liberado.
qstr_{s1}_has_switched_fr|{s1} se ha cambiado de {s2} a {s3}.
qstr_I_am_{s4}_the_ruler_o|Soy {s4}, gobernante de {s6}
qstr_I_am_{s4}_a_vassal_of|Soy {s4}, un vasallo de {s6}
qstr_{s9}_asked_you_to_take|{s9} os ha pedido llevar un mensaje a {s13} de {s15}. {s13} estaba en {s4} cuando se os dio esta misión.
qstr_{s11}_asked_you_to_es|{s11} os ha pedido escortar su {s17} {s13} a {s14}.
qstr_{s13}_asked_you_to_de|{s13} os ha pedido que os encarguéis de los bandidos que están ocupando el pueblo de {s15} y luego le informes de ello.
qstr_{s9}_asked_you_to_rai|{s9} os ha pedido que le entreguéis {reg1} {s14}.
qstr_{s9}_asked_you_to_coll|{s9} os ha pedido que toméis los impuestos de {s3}. Os ha ofrecido una quinta parte del total.
qstr_{s11}_asked_you_to_ca|{s11} os ha pedido capturar un señor de {s13}, cualquier señor, y luego arrastrara  hasta {s11} para que no escape.
qstr_{s9}_asked_you_to_colle|{s9} os ha pedido que recaudéis los {reg4} monedas que {s3} le debe. {s3} estaba en {s4} cuando se os dio esta misión.
qstr_{s11}_asked_you_to_res|{s11} os ha pedido que rescatéis a su {s17}, {s13}, de {s14} cambiando las ropas y quedándote en la prisión en su lugar.
qstr_{s11}_asked_you_to_resc|{s11} os ha pedido que rescatéis a su {s17}, {s13}, de {s14}.
qstr_Well_done_{sir/madam}|Bien hecho, {señor/señora}. Que el dinero y el vino sigan llegando, y no tendréis en los Siete Reinos ni un enemigo a quien temer.
qstr_We_are_at_your_service|Estamos a vuestro servicio. Indícadnos el camino dónde tenemos que luchar y haremos el resto.
qstr_Merchant_{s9}_of_{s4|El Mercader {s9} de {s4} os ha pedido que cacéis los bandidos problemáticos en las cercanías de la ciudad.
qstr_This_is_the_{reg4?tow|Esta es la {reg4?ciudad:aldea} de {s5}, {señor/señora}.
qstr_{s6}_Our_{reg4?town:vi|{s6} {reg4?Nuestra ciudad:Nuestra aldea} y las tierras colindantes pertenecen a {s7} de {s8}.
qstr_Everybody_in_the_tav|Toda la taberna te ha oído y te mira con caras de pocos amigos. Quizás sea mejor irse por ahora...
qstr_Everybody_in_Winterf|Todo Invernalia ha oído de tu logro. Mientras sales del castillo un gran lobo salta alrededor de tí hasta que se deteniene, dandote un lametón en la mano. Justo después se marcha de nuevo.
qstr__Time_and_neglect_ha| El tiempo y la dejadez ha arruinado lo que una vez fue grande. En tiempos de Roman el muro principal defendía la torre sur de los destrozos de Caledona. Pero aún se puede ver vida entre los escombros...(pulsa K para terminar de leer)
qstr__The_magnificence_of| La grandeza del lugar aún te sorpende. ¿Cuando volveran los hombres a construir defensas como estas?.^^(pulsa K para terminar de leer)
qstr__An_eerie_silence_me| Un horripilante silencio te envuelve mientras observas un gran arciano que cerca lo que parece un altar de sacrificios^^(pulsa K para terminar de leer)
qstr__Off_in_the_distance|Lejos en la distancia, un cuervo grazna. Este lugar rinde culto a los antiguos dioses^^(pulsa K para terminar de leer)
qstr_Ser_Rodrik_Cassel_ha|Ser Rodrik Cassel os a pedido llevar la justicia del rey a Ramsay Nieve, el hijo bastardo de Roose Bolton. Probablemente esté en la corte de su padre, en Fuerte Terror.
qstr_The_wandering_bard_S|El bardo errante, Samol, os ha pedido conseguir un cuerno especial y un collar. Si lo conseguís os recompensará con una maza de guerra.
qstr_Menzo_Mhor_Kastos_ha|Menzo Mhor Kastos os ha pedido derribar Volantis, como venganza por el trato que le propinaron los habitantes de la misma.
qstr_A_cleric_called_Ulca|Un clérigo llamado Ulcagnus me habló una vez sobre un grupo hereje, los arianos, que han robado una reliquia sagrada. Debéis encontrar la banda y después aplastarlos en batalla, persuadir o forzar a su lider Icorigas a devolver la reliquia, o si no, tomarla por la fuerza. Esos bastardos deberían estar cerca de Ynys Manaw.
qstr_Samol_has_tasked_you|Samol os ha pedido recuperar su cuerno y su collar. Un viejo ermitaño, Rodgar, debería tener el cuerno. Habla con él.
qstr_Ser_Rodrik_Cassel_th|Ser Rodrik Cassel, el castellano de Invernalia, os ha pedido que ejecutéis a Ramsay Nieve, el bastardo de Bolton. Ramsay debería estar en la corte de su padre.
qstr_Menzo_Mohr_Kastos_ha|Menzo Mohr Kastos os ha pedido conquistar Volantis y acabar con el esclavismo que domina la ciudad. Volved con él una vez la ciudad sea vuestra para exigir la recompensa.
qstr_Aegon_Bloodborn_has_|Aegon el Sangriento ha robado a un grupo de hermanos mendicantes. El Hermano Mayor de su septo os ha pedido hacer justicia. Os ha informado que los forajidos se han dejado ver merodeando cerca de Caída Alta. Quizás podais encontrarlos allí.
qstr_Guildmaster_of_{s4}_g|El Maestro del gremio de {s4} os ha dado {reg12} monedas para que paguéis el rescate de una doncella capturada por bandidos. Debéis encontraros con los bandidos cerca de {s3} y pagar el rescate. Luego, deberéis regresar con la doncella a {s4}.
qstr_Guildmaster_of_{s4}_pr|El Maestro del gremio de {s4} os ha prometido {reg12} monedas si os aseguráis que {s12} y {s13} ya no son una amenaza para el tratado de paz entre {s15} y {s14}. Para lograrlo, debéis convencerlos o capturarlos y apresarlos hasta que se firme el tratado.
qstr_Guildmaster_of_{s10}_|El Maestro del gremio de {s10} os ha pedido que llevéis un rebaño de ganado hacia {s13}. A cambio ganaréis {reg8} monedas.
qstr_Do_you_have_a_need_for_|¿Necesitais comerciantes, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis acompañantes:uno de mis compañeros} estan:estoy} buscando un señor. Nos uniremos a vos por {reg5} monedas.
qstr_Do_you_have_a_need_for_h|Necesitais monjes, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis acompañantes:uno de mis compañeros} estan:estoy} buscando un señor. Nos uniremos a vos por {reg5} monedas.
qstr_Do_you_have_a_need_for_t|Necesitais tropas, {señor/señora}? {reg3?Yo y {reg4?{reg3} de mis acompañantes:uno de mis compañeros} estan:estoy} buscando un señor. Nos uniremos a vos por {reg5} monedas.
qstr_You_chose_well._My_l|Habéis elegido bien, {señor/señora}. Mis hombres saben mantener su palabra y ganarse su sueldo.
qstr_Well_done._Keep_the_|Bien hecho, {señor/señora}. Que el dinero y el vino sigan llegando, y no tendréis en Poniente ni Essos enemigos a quienes temer.
qstr_We_are_at_your_service.|Estamos a vuestro servicio, {señor/señora}. Señaladnos la dirección de un mercado y nosotros haremos el resto.
qstr_Septon_Germund_has_t|El septón Germund os ha pedido explorar el pueblo de Salón de la Colina, pues cree que los salvajes han podido atacarlo.
qstr_The_Tattered_Prince_|El Príncipe Desharrapado os ha pedido que inciteis a que Barbasangre os ataque. Matadlo y volved a el Príncipe Desharrapado para exigir la recompensa.
qstr_The_Tattered_Prince_h|El Príncipe Desharrapado os ha pedido que inciteis a que Barbasangre os ataque. Matadlo y volved a el Príncipe Desharrapado para exigir la recompensa. La Compañía del Gato es una gran compañía de mercenarios, por lo que el Príncipe Desharrapado os ha recomendado llevar al menos doscientos hombres con vos.
qstr_{s11}_asked_you_to_rescu|{s11} os ha pedido rescatar a su {s17}, {s13}, de {s14} cambiando vuestras ropas y quedandote en la prisión en su lugar.
qstr_{s11}_asked_you_to_rescue|{s11} os ha pedido rescatar a su {s17}, {s13}, de {s14}.
qstr_We_currently_have_an_|Actualmente disponemos de unos ingresos de {reg0} monedas con unos costes de {reg1} monedas por feudos y guarniciones.
qstr_{s6}_We_are_losing_{r|{s6} Perdemos {reg0} monedas por una ineficiencia ingreso/gasto. Esto significa un {reg1} por ciento.
qstr_{s6}_Overall_this_sum|{s6} En total esto suma {reg0} monedas.
qstr_{reg0}_coins|{reg0} monedas
qstr__We_are_expecting_{re|Esperamos {reg0} monedas para las rentas.
qstr__The_troop_wages_for_| Los salarios de las tropas para {reg0} soldados nos cuestan {reg1} monedas.
qstr_{s61}_and_{reg0}_coi|{s61} y {reg0} monedas por aranceles.
qstr_{s4}_{s3}._The_tax_ra|{s4} {s3}. La tasa de impuestos es {s50}.{s59}{s61}. En total esto suma {s62} monedas.
qstr_{s9}_asked_you_to_collec|{s9} os ha pedido recolectar la deuda de {reg4} monedas que {s3} le {reg65?debe:debe}. {s3} estaba en {s4} cuando te dieron esta mision.
qstr_Defeat_Ramsay_Snow._|Matad a Ramsay Nieve. Una vez esté muerto, regresad con Ser Rodrik para exigir vuestra recompensa.
qstr_Ser_Arwood_hands_you|Ser Arwood os entrega el collar. Parecía viejo y gastado, el grabado se asemeja a una mujer hermosa.
qstr_The_priest_hands_you|El sacerdote os entrega el cuerto. Parece viejo y está cubierto de estrañas runas.
qstr_Samol_has_tasked_you_|Samol os ha pedido recuperar su cuerno y su collar. Un viejo ermitaño, Rodgar, debería tener el cuerno. Hablad con él para saber más. Sería una buena idea prestar especial atención a cada una de las palabras que os pueda decir.
qstr_Ser_Rodrik_Cassel_the|Ser Rodrik Cassel, el castellano de Invernalia, os ha pedido que ejecutéis a Ramsay Nieve, el bastardo de Bolton. Ramsay debería estar en la corte de su padre. Mátadlo y volved con Ser Rodrik para exigir la recompensa.
qstr_Aegon_Bloodborn_has_r|Aegon el Sangriento ha robado a un grupo de hermanos mendicantes. El Hermano Mayor de su septo os ha pedido hacer justicia. Os ha informado que los forajidos se han dejado ver merodeando cerca de Caída Alta. Quizás podais encontrarlos allí. O quizás podáis volver al Hermano mayor y mentirle para reclamar la recompensa.
qstr_Ser_Arwood_hands_you_|Ser Arwood te entrega el collar. Parecía viejo y gastado, el grabado se asemeja a una mujer hermosa.
qstr_The_priest_hands_you_|El sacerdote os entrega el cuerto. Parece viejo y está cubierto de estrañas runas.
qstr_The_priest_hands_you_t|El sacerdote os entrega el cuerto. Parece viejo y está cubierto de estrañas runas. Regresa a Samol para exigir tu recompensa.
qstr_Aegon_Bloodborn_has_ro|Aegon el Sangriento ha robado a un grupo de hermanos mendicantes. El Hermano Mayor de su septo os ha pedido hacer justicia. Os ha informado que los forajidos se han dejado ver merodeando cerca de Caída Alta. Quizás podais encontrarlos allí. O quizás podáis volver al Hermano mayor y mentirle para reclamar la recompensa.
qstr_Enlisted_as_a_{s5}_i|Sois espada juramentada como {s5} al servicio de {s13} de {s14}.
qstr_You_have_deserted_fr|¡Habéis desertado de las tropas de {s13}!
qstr_Current_rank:_{s5}|Rango: {s5}
qstr_If_you_do_not_return|Si no os presentáis ante vuestro comandante a tiempo, se os declarará desertor.
qstr_You_have_been_captur|¡Habéis sido capturado!¡Escapad y uníos a vuestro comandante!
qstr___too_weak_for_requi|--demasiado débil para el arma requerida
qstr___too_weak_for_requir|--demasiado débil para la armadura requerida
qstr___lacking_required_r|--no suficiente habilidad a distancia o fuerza
qstr___horsemanship_needs|--es necesario mejorar cabalgar
qstr_You_have_5_days_rema|Te quedan 5 días para volver al grupo de {s13} antes de ser declarado desertor.
qstr_You_have_{reg0}_days_l|¡Faltan {reg0} días para que te declaren desertor!
qstr_You_must_check_in_wi|¡Debéis presentaros ante vuestro comandante, {s13} inmediatamente o se os declarará desertor!
qstr_Enable_Tournament_En|Activar mejoras de torneo:
qstr_A_Clash_of_Kings_Mod|Mod A Clash of Kings^Opciones
qstr_Seek_out_the_hermit_|Busca al ermitaño Rodgar.
qstr_You_ponder_which_mas|Reflexionais sobre a que castillo se refería el anciano.
qstr_You_decide_to_head_f|Decidís encaminaros hacia el Cruce inmediatamente.
qstr_Last_you_heard_the_B|La última vez que oísteis de él, la Compañía Audaz estaba al servicio de Tywin Lannister. Si han tomado Harrenhal, su destino se ha sellado y vuestra misión ha terminado.
qstr_Vargo_Hoat_made_a_fo|Vargo Hoat se ha burlado de vos. Todo lo que sabeis es que ha dado el cuerno a alguien que se dirigía a Valle Oscuro.
qstr_Vargo_Hoat_refused_t|Vargo Hoat se niega a deciros nada sobre el cuerno, solo que se lo ha entregado a alguien que se dirigía a Valle Oscuro.
qstr_Check_on_the_village|Comprobad el pueblo de Salón de la Colina.
qstr_Talk_to_Goodwife_Myr|Hablad con el ama Myra en Fuerte Túmulo.
qstr_Talk_to_Jess.|Hablad con Jess.
qstr_Search_the_Abandoned|Rebuscad en el Refugio Abandonado.
qstr_Defeat_the_Old_Man_a|Matad al Anciano y a sus espíritus, después habla con Gerold en la corte de Puerto Blanco.
qstr_Speak_to_Septon_Germ|Hablad con el septón Germund.
qstr_Visit_the_village_of|Visitad el pueblo de Salón de la Colina.
qstr_Defeat_Bloodbeard_in|Derrotad a Barbasangre en batalla.
qstr_Conquer_and_hold_the|Conquistad y mantened la ciudad de Volantis.
qstr_Find_Aegon_Bloodborn|Busca a Aegon el Sangriento y acaba con él.
qstr_Escort_the_bishop_to|Escoltar al sacerdote a {s8}.
qstr_Illyrio_Mopatis_has_|Illyrio Mopatis os ha pedido contactar con Belandra Kheranes en Meereen. Id a Volantis y hablad con Bayle Neres.
qstr_Seek_an_audience_wit|Solicitad una audiencia con Daenerys Targaryen.
qstr_Talk_to_Ser_Barrista|Hablad con Ser Barristan Selmy.
qstr_Defeat_the_Prince_of|Acabad con el Príncipe de Piedra Sangrienta.
qstr_Defeat_the_Prince_of_|Acaba con el Príncipe de Piedra Sangrienta y habla con Korale Kermanthes.
qstr_Return_to_Illyrio_Mo|Volved con Illyrio Mopatis.
qstr_The_ancient_valyrian|La antigua espada de acero valyria de Aegon el Conquistador.
qstr_A_mysterious_mace_al|Una maza misteriosa, siempre fría.
qstr_A_great_valyrian_ste|Una gran hacha de acero valyrio, de origen desconocido.
qstr_A_fine_spice_worth_i|Una gran especia que vale su peso en oro.
qstr_A_worthless_spice_it|Una especia sin valor, parece estiercol seco de vaca.
qstr_Upon_closer_inspecti|Tras un análisis más cercano, parece que la espada no era finalmente valyria, sino una espada armada oxidada.
qstr_While_not_a_valyrian|Ahora que sabéis que no es acero valyrio, la espada no parece estar ni siquiera bien forjada.
qstr_Wait_outside_The_Dre|Esperad fuera de Fuerte Terror y acabad con Ramsay Nieve una vez salga del castillo de su padre. Entonces, volved con Ser Rodrik.
qstr_Travel_to_The_Dreadf|Viajad a Fuerte Terror y ejecutad a Ramsay Nieve.
qstr_Find_Aegon_Bloodborn_|Encontrad a Aegon el Sangriento y acabad con él. Debe estar alrededor de Caída Alta, cerca de Árbol de Cuervos.
qstr_a_JON_STEWART_MAN|un HOMBRE de JON STEWART
qstr_This_area_of_{s1}_can|Este area de {s1} puede ser mejor descrita como el núcleo de la ciudad.^^Casi puedes ver las cadenas que salen de aquí, el dinero que viene y va con tasas aparentemente interminables. Aquí podéis comprar la tierra que es cultivada fuera de las puertas de la ciudad y beneficiaros de un trabajo duro. Por supuesto, podéis no tener el dinero requerido para hacerlo, pero los prestamistas son conocidos por solucionar precisamente eso.
qstr_{reg1}00_people_live|{reg1}00 personas viven en {s1}. Hay actualmente {reg2} acres de tierra disponible para cultivarlos y dotarlos de comida y otros bienes. Poseeis {reg3} acres de tierra en esta ciudad. Actualmente, le debeis a los prestamistas de {s1} {reg4} monedas. La tasa de intereses es del 20% y debéis pagar cada 2 semanas. Si no pagáis antes de la fecha los intereses suben al 40%. Comprar los acres restantes costaría {reg9} monedas, mientras se venden por {reg10} monedas. Construir uno nuevo requiere de {reg11} monedas. La renta pagada a los propietarios de las tierras acumula {reg13} moneras por acre cada dos semanas y tiene que recogerse en la ciudad. Las tierras no se alquilarán si la ciudad está ya bien suplida.
qstr_Your_debt_in_{s1}_is_|Vuestra deuda en {s1} es tan sumamente grande que ha llegado a oidos del rey. Ha congelado la deuda, pero está muy defraudado por la situación.
qstr_You_don_t_have_enough_|No tenéis suficiente espacio.
qstr_Part_of_your_food_wa|Parte de vuestras provisiones ha sido distribuida.
qstr_Your_men_have_nothin|¡Vuestros hombres no tienen nada que comer!
qstr_The_young_noble_pref|¡El joven noble ha preferido huir antes que batirse en duelo con vos!
qstr_of_a_fulminatng_dise|de una enfermedad fulminante
qstr_in_a_hunting_acciden|en un accidente de caza
qstr_assasinated|asesinado
qstr_of_an_indigestion|de una indigestión
qstr_Wergild_was_paid.|La compensación ha sido pagada.
qstr_It_is_common_knowled|Es sabido que la calavera era un símbolo de guerra para los primeros hombres. Vuestras tropas están impresionadas por vuestro conocimiento de las viejas tradiciones, y agradecidas de que los dioses antiguos y nuevos estén con ellas.
qstr_Your_men_pass_by_the|Vuestros hombres pasan al lado del ave sin darse cuenta.
qstr_The_crane_is_a_Celti|La calavera es un símbolo de guerra de los primeros hombres, ¡todo el mundo lo sabe! Vuestra falta de conocimientos es motivo de preocupación para vuestros hombres y comienzan a dudar de vuestro liderazgo.
qstr_The_mushrooms_were_r|¡Las setas estaban realmente sabrosas!
qstr_Your_men_are_eating_|Vuestros hombres disfrutan comiéndose las setas mientras descansan en el campamento. Parecen contentos.
qstr_The_mushrooms_were_re|Las setas sabían a rayos. Tenéis diarreas y os encontráis realmente mal. Vuestros atributos de fuerza y agilidad se reducen en 1 punto.
qstr_Your_men_are_eating_m|Vuestros hombres se comen las setas mientras descansan en el campamento. Algunos de ellos tienen ahora diarreas y se encuentran realmente mal. ¡Están enojados!
qstr_The_mushrooms_were_rea|Las setas sabían a rayos. Tenéis diarreas y os encontráis muy mal. Vuestra fuerza y agilidad se reducen en 3 puntos.
qstr_Your_men_are_eating_mu|Vuestros hombres se comen las setas mientras descansan en el campamento. Algunos de ellos tienen ahora diarreas y se encuentran realmente mal. ¡Están muy enojados!
qstr_You_spend_a_good_tim|Pasáis un buen rato con la hermana del septón y cuando éste regresa, ¡os alejáis del establo sin ser visto!
qstr_Bandits_run_away_whe|¡Los bandidos se van en cuanto os acercáis!
qstr_You_kill_the_priest_|¡Matáis al septón blasfemando en los Siete!
qstr_Merchants_give_you_s|¡Los comerciantes os entregan parte de su dinero!
qstr__The_man_s_eyes_sadl| Los ojos del hombre os observan tristes mientras seguís vuestro camino.
qstr__You_feel_good_for_h| Os sentís reconfortado por vuestra buena acción.
qstr__When_you_give_him_a| Cuando le entregáis armadura y comida, tiene el aspecto de un poderoso guerrero.
qstr__The_child_s_eyes_sa| Los ojos del hombre os observan tristes mientras seguís vuestro camino.
qstr__New_troops_join_you| Nuevas tropas se han unido a vuestro ejército.
qstr__Bandits_flee_away.| Los bandidos huyen.
qstr__After_tow_hours_the| Después de algunas horas los bandidos vuelven con algo de botín y la cabeza de los jefes...
qstr__Your_men_kill_all_t| Vuestros hombres pasan a espada a todos los bandidos.
qstr__You_are_now_a_chris| Ahora sois seguidor de los Siete.
qstr__He_join_you.| Se une a vos.
qstr__The_man_insists_too| El hombre insiste demasiado, así que lanzáis su cuerpo al camino.
qstr__You_are_now_a_pagan| Ahora sois seguidor de los antiguos dioses.
qstr__The_priest_bless_yo| El septón os bendice y seguís vuestro camino .
qstr__Blood_and_death_eve| Sangre y muerte por doquier. El septón no se resiste y os hacéis con todo su oro.
qstr__The_monks_bless_you| Los hermanos os bendicen y seguís vuestro camino .
qstr__With_unusual_fury_y| Con inusitada furia, vuestros guerreros han saqueado el lugar y matado a todos los ocupantes. La sangre inunda todo el suelo, y la codicia brilla en los ojos de vuestros feroces hombres.
qstr__Blood_and_death_ever| Sangre y muerte por doquier. El septón no se resiste y os hacéis con todo su oro. Algunos de vuestros hombres no parecen contentos.
qstr__With_unusual_fury_yo| Con inusitada furia, vuestros guerreros han saqueado el lugar y matado a todos los ocupantes. La sangre inunda todo el suelo, y la codicia brilla en los ojos de vuestros feroces hombres.
qstr__Among_the_remains_o| Entre los restos de un antiguo cadáver, halláis la espada y la armadura de un rey. Magníficas armas que una vez limpiado el óxido de su hierro denotan una gran calidad. Ahora son vuestras si no os importa el infortunio de que pertenecieran a un muerto.
qstr__Someday_perhaps_you| Algún día, tal vez, vos tengáis el honor de ser enterrado como un rey.
qstr__Fame_is_important.| La fama es importante.
qstr__Tunic_isn_t_importa| La túnica no me importa, la chica sí.
qstr__Animals_really_valu| Los animales son esenciales para la supervivencia de la aldea.
qstr__You_did_return_the_| Devolvistéis los animales después de todo.
qstr__Anymore_was_devoure| Fue devorado en el acto.
qstr__With_the_blood_of_t| Con la sangre de la espada llegándoos hasta el codo, dais la bienvenida a una fácil victoria.
