qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Your_leader_is_not_e|Votre chef n'est même pas roi et je devrais vous rejoindre?
qstr_{s40}_I_would_never_|{s40} Je ne rejoindrai jamais quelqu'un qui ne possède pas une ville ou un château.
qstr_{s40}_I_know_too_lit|{s40}, je ne sais rien de votre chef.
qstr_{s40}_I_found_your_m|{s40}, votre messager ne m'a pas convaincu.
qstr_{s40}_Next_time_I_wo|{s40} La prochaine fois j'aimerais parler à quelqu'un qui n'agit pas comme un débile.
qstr_{s40}_Next_time_I_wou|{s40} La prochaine fois j'aimerais parler à quelqu'un qui agit avec des manières plus distinguées.
qstr_{s40}_I_rather_stay_|{s40} Je préfère rester avec mon roi actuel.
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}, lorsque nous avons entamé notre longue route, peu de gens avaient le courage de m'aider. Et encore moins étaient prêts à risquer leur vie pour ma cause. Cependant, vous n'avez pas hésité un moment à vous jeter sur mes ennemis. Nous avons vécu de nombreuses aventures ensemble et il m'est arrivé d'être au bord du désespoir. Mais avec l'aide de Dieu, nous avons vaincu. Il est maintenant temps pour moi de quitter votre compagnie et de prendre ce qui m'appartient de droit. Dorénavant, je m'attèlerai à la lourde responsabilité qu'est de diriger {s3}. Bien des épreuves nous attendent encore et je compte sur votre aide pour les surmonter. Il va sans dire que je vous considérerai toujours comme mon plus fidèle vassal.
qstr_Find_and_speak_with_{|Trouvez et parlez avec {s3} de {s4} pour qu'il accepte votre serment d'hommage.
qstr__We_will_of_course_n|Bien sûr que nous allons être obligés d'attendre que le royaume ne soit plus en campagne.
qstr__{s1}_has_been_accep| {s1} a été accepté comme vassal de {s2}.
qstr_{s6}_has_joined_your_|{s6} a rejoint votre armée.
qstr_I_am_{s4}_the_ruler_|Je suis {s4}, et je dirige le {s6} 
qstr_I_am_{s4}_{s8}_of_{s|Je suis {s4}, {s8} of {s9}
qstr_I_am_{s4}_a_vassal_o|Je suis {s4}, vassal du {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? Et seigneur de {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} vous a demandé de rassembler {reg3} têtes de bétail et de les lui livrer.
qstr_{s9}_wants_you_to_fol|{s9} veut que vous rejoignez son armée pour de futures missions.
qstr_{s9}_asked_you_to_sc|{s9} vous a demandé d'aller explorer {s13}, {s14} et {s15} puis de lui faire votre rapport.
qstr_pupil|pupille
qstr_you|vous
qstr_You_are_challenging_|Vous me provoquez en duel? Comme c'est amusant ! Comme vous voudrez, {playername}. Vous défoncer le crâne sera un bon exercice.
qstr_{s16}_and_{s17}|{s16} et {s17}
qstr_Very_well_I_will_acc|Très bien, je consens à vous laisser réintégrer mes rangs, si vous êtes disposé à faire votre serment solennel une fois encore.
qstr_A_pardon_will_only_b|Je n'envisage de vous pardonner que si vous consentez à me céder {s17}. Acceptez-vous mes conditions?
qstr_No._There_is_no_chan|Non, aucune chance que nous soyons tous deux en paix, je ne suis pas intéressé.
qstr_{s1}_exchanged_{s2}_|{s1} a échangé {s2} à {s3} contre {s4}.
qstr_Our_marshal_{s1}|Notre Maréchal, {s1}
qstr_Our_liege_{s1}|Notre suzerain, {s1}
qstr_go_on_the_offensive_|Passer à l'offensive maintenant.
qstr_act_to_defend_our_la|Défendre nos terres.
qstr_take_more_time_to_ga|prendre plus de temps pour étoffer l'armée.
qstr_You_promised_to_help|Vous avez promis d'aider {s13} à revendiquer le trône de {s14}.
qstr_What_do_you_say_to_e|Que diriez-vous d'entrer au service du {s9} en tant que capitaine des mercenaires? Il ne fait pour moi aucun doute que vous serez à la hauteur de cette tâche.
qstr_{s9}_asked_you_to_ta|{s9} vous a demandé de porter un message à {s13}. On raconte que {s13} se trouvait à {s4} au moment où l'on vous a donné cette quête.
qstr_{s9}_asked_you_to_tak|{s9} vous a demandé de porter un message à {s13} de {s15}. On raconte que {s13} se trouvait à {s4} au moment où l'on vous a donné cette quête.
qstr_{s11}_asked_you_to_e|{s11} vous a demandé d'escorter sa {s17} {s13} à {s14}.
qstr_{s13}_asked_you_to_d|{s13} vous a demandé de vous débarrasser des bandits qui occupent le village de {s15} puis de lui faire votre rapport.
qstr_{s9}_asked_you_to_ra|{s9} vous a demandé de former {reg1} {s14} et de les lui ramener.
qstr_{s9}_asked_you_to_co|{s9} vous a demandé de collecter les impôts de {s3}. Il vous accorde un cinquième de tout l'argent collecté là-bas.
qstr_{s9}_asked_you_to_hu|{s9} vous a demandé de traquer un fugitif du nom de {s4}. On raconte qu'il serait actuellement à {s3}.
qstr_{s9}_asked_you_to_as|{s9} vous a demandé d'assassiner un marchand de {s3}.
qstr_{s9}_has_asked_you_t|{s9} vous a demandé de rencontrer un espion à {s13}.
qstr_{s11}_asked_you_to_f|{s11} vous a demandé de suivre l'espion qui va quitter {s12}. Faites en sorte de ne pas être vu par l'espion sur la route, sinon il pourrait se douter de quelque chose et rebrousser chemin. Une fois qu'il aura pris contact avec son complice, votre mission sera de les capturer puis de les ramener à {s11}.
qstr_{s11}_asked_you_to_c|{s11} vous a demandé de capturer n'importe quel seigneur de {s13} puis de traîner votre victime jusque {s11} où il sera gardé en lieu sûr.
qstr_{s9}_asked_you_to_le|{s9} vous a demandé de lui accorder l'aide de {s3} pour une semaine.
qstr_{s9}_asked_you_to_col|{s9} vous a demandé de recouvrer la dette de {reg4} deniers que {s3} lui doit. {s3} se trouvait à {s4} lorsque l'on vous a donné cette quête.
qstr_{s11}_gave_you_a_fak|{s11} vous a donné une fausse lettre à remettre à {s13} pour le berner et faire en sorte qu'il bannisse son vassal {s16}. Vous êtes supposé vous rendre près de {s14}, donner la lettre à l'un de vos {s15} puis l'envoyer dans le bourg au titre de messager, croyant que ses ordres sont authentiques.
qstr_{s9}_has_requested_y|{s9} a exigé que vous fassiez prisonniers {reg1} {s3} et que vous les lui rameniez.
qstr_Lend_your_experience|Prêtez votre chirurgien, {s3}, au {s1}. 
qstr_Then_take_it_with_my|Tenez, avec ma gratitude éternelle. Votre noblesse vous honore. Je n'oublierai jamais que vous m'avez aidé quand j'étais dans le besoin.
qstr_Forgive_me_{playerna|Pardonnez-moi, {playername}, mais je me dois d'insister pour que vous acceptiez. L'argent n'est pas le centre de mes préoccupations et je vous dois tant. Tenez, prenez-le et n'en parlons plus.
qstr_{playername}_what_a_|{playername}, votre noblesse vous honore, mais je n'accepterai aucun refus. Je vous dois bien plus que je ne saurais l'exprimer et je suis sûr que vous saurez faire usage de cet argent bien mieux que moi.
qstr_{s11}_asked_you_to_r|{s11} vous a demandé de sauver son {s17}, {s13}, retenu à {s14}, en échangeant vos vêtements et en prenant sa place en prison.
qstr_{s11}_asked_you_to_re|{s11} vous a demandé d'aller au secours de sa {s17}, {s13}, qui se trouve à {s14}.
qstr_{s11}_asked_you_to_d|{s11} vous a demandé de remettre un message à {s13}, qui est emprisonné à {s14}.
qstr_You_agreed_to_challe|Vous consentez à vous opposer à {s13} pour défendre l'honneur de {s11}.
qstr_{s5}__Persuasion_str|{s5} (Force de persuasion : {reg5})
qstr_Persuasion_Attempt|Tentative de persuasion
qstr_Your_current_action_|Votre action en cours vous déshonore.
qstr_{s12}_and_{s11}|{s12} et {s11}
qstr_You_can_find_book_me|Vous pouvez trouver un libraire à {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|Vous pouvez trouver un rançonneur à {s11}.
qstr_You_don_t_have_enoug|Vous n'avez pas assez d'argent pour acheter un bateau.
qstr_You_don_t_have_enough|Vous n'avez pas assez d'argent.
qstr_Good_luck._You_get_a|Bonne chance. Vous obtenez {s4}{s3}.
qstr_Bad_luck._You_get_a_|La tuile. Vous obtenez un {s4}{s3}.
qstr_You_get_a_{s3}.|Vous obtenez un {s3}.
qstr_I_must_admit_I_can_t|Je dois admettre que je ne peux vous payer en ce moment.
qstr_Are_you_mad?_That_s_|Etes-vous débile? Ca n'arrivera jamais!
qstr_A_villager_from_{s7}|Un villageois de {s7} vous a supplié de sauver son village des bandits qui y ont élu domicile.
qstr_You_chose_well_{s0}.|Vous avez un bon choix, {s0}. Mes {reg65? compagnons:gars} savent tenir parole et gagner leur salaire.
qstr_Well_done_{s0}._Keep|Parfait, {s0}. Garder l'argent et le vin, et suivez-nous, vous ne craindrez aucun ennemi dans ce royaume.
qstr_We_are_at_your_servi|Nous sommes à votre service {sire/madame}. Pointez dans la direction de ceux qui doivent être rossés et nous nous occuperons du reste.
qstr_The_Guildmaster_of_{|Le maître de guilde de {s13} vous a demandé de vous occuper des pillards qui se trouvent dans les campagnes alentours
qstr_{s9}_of_{s3}_asked_y|{s9} de {s3} vous a demandé de livrer {reg5} unités de {s6} à la taverne de {s4} dans 7 jours.
qstr_Escort_the_merchant_|Escortez la caravane marchande vers le bourg de {s8}.
qstr_The_merchant_{s9}_of|Le marchand  {s9} de {s4} vous a demandé de traquer les bandits gênants qui errent dans les environs de la ville.
qstr_Guildmaster_of_{s4}_|Le maître de guilde de {s4} vous a donné {reg12} deniers afin de payer la rançon de la fille kidnappée par les bandits. Vous devez rencontrer les bandits près de {s3} et leur payer le montant de la rançon. Après cela, vous devez ramener la fille à {s4}.
qstr_Guildmaster_of_{s4}_p|Le maître de guilde de {s4} vous a promis {reg12} deniers si vous vous assurez que {s12} et {s13} ne représenteront plus une menace pour instaurer la paix entre {s15} et {s14}. Pour y parvenir, vous devez soit les convaincre soit vous assurer qu'ils ont été faits prisonniers et qu'ils le resteront jusqu'à ce qu'un accord de paix soit trouvé.
qstr_The_Guildmaster_of_{s|Le maître de guilde de {s14} vous a demandé de vous occuper d'un groupe de bandits qui terrorisent les rues de {s14}. Ils ne se montrent que la nuit, et n'attaquent que les voyageurs solitaires dans les rues.
qstr_Guildmaster_of_{s10}|Le maître de guilde de {s10} vous a demandé de déplacer un troupeau de bétail vers {s13}. Vous recevrez {reg8} deniers en retour.
qstr_He_is_not_commanding|Il n'a aucun homme sous ses ordres pour le moment.
qstr_He_currently_command|Il a actuellement {reg0} hommes sous ses ordres{reg1?, dont {reg1} sont blessés :}.
qstr_The_elder_of_the_vil|L'ancien du village de {s3} vous a demandé de lui apporter {reg5} sacs de blé.
qstr_The_elder_of_the_vill|L'ancien du village de {s13} vous a demandé d'entraîner {reg5} paysans pour combattre les bandits de la région.
qstr_The_elder_of_the_villa|L'ancien du village de {s3} vous a demandé de lui apporter {reg5} têtes de bétail.
qstr_{s16}_and_{s15}|{s16} et {s15}
qstr_I_can_smell_a_fat_pu|Je peux sentir une bourse bien remplie à des kilomètres. Tu seras plus à l'aise si je t'en débarrasse, tu crois pas?
qstr_Why_it_be_another_tr|Tiens, encore un voyageur, c'est votre jour de chance ! Je dois vous avertir, ce coin est un rien dangereux pour {un respectable monsieur/une respectable dame} comme vous. Mais contre un petit geste, mes hommes et moi feront en sorte que vous arriviez bien à destination. Vous en pensez quoi?
qstr_Well_well_look_at_th|Eh bien, voyez-vous ça ! Tu ferais mieux de cracher tes deniers, mon ami, ou mes hommes et moi, on te démolit.
qstr_There_s_a_toll_for_p|Il faut payer le droit de passage pour traverser ces terres. Donc si ça te fait rien, on va prendre notre dû nous-même dans ta bourse.
qstr_Another_fool_come_to|Encore {un fou/une folle} qui vient se jeter dans la gueule du loup. Bah, très bien ! Viens te battre !
qstr_We_re_not_afraid_of_|Nous ne vous craignons pas, {gueux/gueuse}. Allons fracasser quelques crânes !
qstr_That_was_a_mistake._|Vous avez commis une erreur. Je vais faire en sorte que votre mort soit lente et douloureuse.
qstr_Brave_words._Let_s_s|De bien belles paroles. Voyons si tes actes sont à la hauteur de tes dires, vermine !
qstr_your_lordship|votre seigneurie
qstr_A_{s5}?_Well..._Yes_|Un {s5}? Eh bien... Oui, je suppose que c'en est un. Quelle drôle de question.
qstr_Eh?_No_it_most_certa|Hein? Non, ce n'est sûrement pas un {s5}. Je me poserais des questions sur ma vue si j'étais vous.
qstr_This_is_the_{reg4?to|C'est le {reg4?bourg:village} de {s5}, {sire/madame}.
qstr_{s6}_Our_{reg4?town:|{s6} Bien entendu {mon seigneur/madame}, notre {reg4?bourg:village} et ses alentours vous appartiennent. 
qstr_{s6}_Our_{reg4?town:v|{s6} Notre {reg4?bourg:village} et ses alentours appartiennent à {s7} de {s8}.
qstr_{s3}_and_{s5}|{s3} et {s5}
qstr_{reg20?We_mostly_pro|{reg20?Nous produisons surtout : {s5} ici:Nous ne produisons pas grand chose ces temps-ci}. Si vous voulez en savoir plus, adressez-vous à notre {reg4?maître de guilde:ancien du village}. Il est dans les parages, par là-bas.
qstr_Do_you_have_a_need_f|Avez-vous une obligation envers les commerçants, {monsieur/madame} {reg3? Moi et {reg4? reg3} de mes camarades:un de mes camarades} sont:je suis} à la recherche d'un maître. Nous nous joignons à vous pour {reg5} dragons d'or.
qstr_Do_you_have_a_need_fo|Avez-vous un besoin de moines, {monsieur/madame} {reg3? moi et {reg?{reg3} de mes camarades:un de mes camarades} sont: je suis à la recherche d'un maître. Nous nous joindrons à vous pour {reg5} dragons d'or..
qstr_Do_you_have_a_need_for|Avez-vous un besoin de troupes, {monsieur/madame} {reg3? moi et {reg?{reg3} de mes camarades:un de mes camarades} sont: je suis à la recherche d'un maître. Nous nous joindrons à vous pour {reg5} dragons d'or.
qstr_You_chose_well_{sir/|Vous avez fait le bon choix, {monsieur/madame}. Mes gars savent tenir leur langue et méritent leur solde.
qstr_Well_done_{sir/madam|Bravo {sire/madame}. Continuez de nous envoyer argent et vin et vous n'aurez plus aucun ennemi à craindre dans ce royaume.
qstr_We_are_at_your_servic|Nous sommes à votre service, {monsieur/madame}. Indiquez-nous la direction d'un marché, et nous ferons le reste.
qstr_You_wont_find_better|Vous ne trouverez pas meilleur commerçant dans tout le royaume.
qstr_You_won_t_regret_thi|Vous ne le regretterez pas.
qstr_{s3}_of_{s4}_wishes_|{s3} de {s4} souhaite sélectionner un nouveau maréchal et inviter ses vassaux à un conseil. {s1} et {s2} sont les candidats probables .
qstr_{s2}_has_heard_his_va|{s2} a entendu ses vassaux en conseil. Il a choisi {s1} comme maréchal de {s3}.
qstr_{s1}_of_{s3}_was_def|{s1} of {s3} a été battu lors d'une bataille mais a réussi à s'échapper.
qstr_Reading_Progress:_{r|Progression de la lecture: {reg1}%
qstr_{s1}_has_been_besiege|{s1} est assiégé par {s2} de {s3}.
qstr_{s1}_is_the_new_marsh|{s1} est le nouveau maréchal de {s2}.
qstr_{reg0?One_of_your_pri|{reg0?Un de vos prisonniers, :}{s1} de {s3} s'est échappé de captivité!
qstr_You_were_a_child_of_the|Vous étiez un enfant de la mer Dothrakis, né dans une tribu nomade Dothrakis qui vivait dans de grands camps à travers des prairies arides. Comme les autres membres de la tribu, votre famille vénérait les chevaux par-dessus presque tout, ils vous ont presque appris à monter avant même que vous ayez appris à marcher.
qstr_As_a_{reg3?girl:boy}_growing_out_of|{reg3?Adolescente:Adolescent},                                          vous chevauchiez dans les immenses plaines sur votre propre cheval, apprenant à dompter ces étendues sauvages et désertiques.                                             Quoiqu'ayant parfois été en proie à la faim, vous êtes devenu un chasseur particulièrement habile et doué pour retrouver votre chemin dans ces contrées sans repères.                                                Votre musculature commença à se développer et votre corps à s'endurcir alors que vous entriez peu à peu dans la vie de nomade. 
qstr_As_a_{reg3?girl:boy}_growing_out_of_|{reg3?Adolescente:Adolescent},                                          vous chevauchiez dans les immenses plaines sur votre propre cheval, apprenant à dompter ces étendues sauvages et désertiques.                                             Quoiqu'ayant parfois été en proie à la faim, vous êtes devenu un chasseur particulièrement habile et doué pour retrouver votre chemin dans ces contrées sans repères.                                                Votre musculature commença à se développer et votre corps à s'endurcir alors que vous entriez peu à peu dans la vie de nomade. 
qstr_Though_the_distinction_felt_sudden_to_you_somewh|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une femme:un homme}, et le monde autour de vous sembla totalement différent. Lorsque vous avez été {reg3?nommée écuyère:nommé écuyer} à la cour du seigneur Ser Decimer Appleton, vous avez pratiqué les armes pendant de longues heures pour apprendre comment faire face à des coups et aussi comment les donner. Vous avez assimilé vos obligations envers votre seigneur, et vos fonctions envers ceux qui pourraient un jour être vos vassaux. En plus d'apprendre l'idéal chevaleresque, vous avez également appris le côté le moins exaltant, les vieilles histoires de guerriers et de la politique de la puissance impitoyable, des trahisons et des usurpations, l'utilisation de la ruse aussi bien que de la bravoure pour atteindre leurs objectifs.
qstr_You_are_currently_rea|Vous êtes en train de lire {s8}.
qstr_Current_party_size_li|La taille limite de votre armée est actuellement de {reg5}.^La modification de la taille de votre armée est:^^Taille initiale:  +30^Commandement: {s2}{reg1}^Charisme: {s3}{reg2}^Renommée: {s4}{reg3}^TOTAL:  {reg5}
qstr_Your_relation_with_th|Vos relations avec les factions sont:^{s2}
qstr_Player_renown_is_inc|La renommée du joueur est améliorée de 100. 
qstr_Player_honor_is_incr|L'honneur du joueur est augmentée de 1 et est égale à {reg7}.
qstr_{s1}_of_{s3}_managed|{s1} de {s3} a réussi à s'évader.
qstr_However_since_you_are|Cependant, depuis que vous êtes un {homme/compagnon} qui a prêté serment à {s9}, il n'y a aucune chance qu'il vous reconnaisse en tant que {seigneur/dame} de cette {reg8?ville:château}.
qstr_As_you_approach_you_are|Les gardes du château vous voient arriver, vous souhaitent la bienvenue et ouvrent les portes à leur {seigneur/dame}.
qstr_{s13}_A_tournament_w|{s13} Un tournoi se tiendra ici prochainement.
qstr_{s1}_s_Ship|Le vaisseau de {s1}
qstr_{s13}_asked_you_to_re|{s13} vous demande de le rejoindre avec {reg13} soldats.
qstr_Party_has_nothing_to|Vos soldats n'ont plus rien à manger.
qstr_{s1}_of_{s3}_has_bee|{s1} de {s3} a été remis en liberté.
qstr_{s1}_has_switched_fr|{s1} est passé de {s2} à {s3}.
qstr_I_am_{s4}_the_ruler_o|Je suis {s4}, le dirigeant de {s6}
qstr_I_am_{s4}_a_vassal_of|Je suis {s4}, un vassal de {s6}
qstr_{s9}_asked_you_to_take|{s9} vous demande de porter un message à {s13} de {s15}. Au moment où vous recevez cettte mission, {s13} doit être à {s4}.
qstr_{s11}_asked_you_to_es|{s11} vous demande d'escorter ses {s17} {s13} jusqu'à {s14}.
qstr_{s13}_asked_you_to_de|{s13} vous demande de neutraliser les bandits qui occupent le village de {s15} et ensuite de lui en faire le rapport.
qstr_{s9}_asked_you_to_rai|{s9} vous demande de partir à la recherche de {reg1} {s14} et de les lui ramener.
qstr_{s9}_asked_you_to_coll|{s9} vous demande de collecter les impôts de {s3}. Il vous donnera en récompense 50% de l'argent que vous aurez récupéré.
qstr_{s11}_asked_you_to_ca|{s11} vous demande de capturer un seigneur de {s13}, n'importe lequel et de ramener à {s11} vivant.
qstr_{s9}_asked_you_to_colle|{s9} vous demande d'aller récupérer la dette s'élevant à {reg4} dragons d'or que {s3} lui doit. Quand il vous a remis cette mission, {s3} était à {s4}.
qstr_{s11}_asked_you_to_res|{s11} vous a demandé de sauver sa {s17}, {s13}, de {s14} d'échanger ses vêtements et de prendre sa place en prison.
qstr_{s11}_asked_you_to_resc|{s11} vous demande de sauver sa {s17}, {s13}, de {s14}.
qstr_Well_done_{sir/madam}|Bravo {sire/madame}. Continuez de nous envoyer argent et vin et vous n'aurez plus rien à craindre dans ce monde.
qstr_We_are_at_your_service|Nous sommes à votre service, {sire/ma dame}. Indiquez-nous vers où nous devons nous battre et nous ferons le reste.
qstr_Merchant_{s9}_of_{s4|Le marchand {s9} de {s4} vous demande de neutraliser les bandits qui sèment le désordre dans sa ville.
qstr_This_is_the_{reg4?tow|C'est {reg4?une ville:un village} de {s5}, {sire/ma dame}.
qstr_{s6}_Our_{reg4?town:vi|{s6} Notre {reg4?ville:village} et ses environs appartiennent à {s7} de {s8}.
qstr_Everybody_in_the_tav|Tout le monde dans la taverne vous a entendu, et ils vous lance un regard de colère. Peut-être que c'est mieux de partir pour l'instant...
qstr_Everybody_in_Winterf|Tout le monde a Winterfell a entendu parler de votre vaillant acte. Lorsque vous quittez le château, un énorme loup vient de sauter à travers la cour. Il s'arrête devant vous, et vous lèche la main, avant de s'enfuir à nouveau.
qstr__Time_and_neglect_ha|Le temps et la négligence ont ruiné ce qui était autrefois. A l'époque romaine c'était le mur principal de défense des villes du sud des ravages de la Calédonie. Mais la vie peut encore être trouvée dans les décombres...^^(press K to finish read)
qstr__The_magnificence_of|La magnificence de ce lieu vous surprend encore. Quand est ce que les hommes reviendrons construire ces défenses?.^^(press K to finish read)
qstr__An_eerie_silence_me|Un étrange silence vous répond, quand vous repérez les grands arbres Weirwood entourant ce qui ressemble à un autel sacrificiel^^(press K to finish read)
qstr__Off_in_the_distance|Au loin, un corbeau crie. C'est un endroit des Dieux très anciens^^(press K to finish read)
qstr_Ser_Rodrik_Cassel_ha|Ser Rodrik Cassel vous a chargé d'apporter la justice du rois à Ramsay Snow, le bâtard de Roose Bolton. Il est probablement à la cour de son père, à Fort-Terreur.
qstr_The_wandering_bard_S|Le barde errant, Samol, vous a chargé de trouver une corne spéciale et un collier. Si vous réussissez, il vous récompensera avec une masse de guerre.
qstr_Menzo_Mhor_Kastos_ha|Menzo Mhor Kastos vous a chargé de faire tomber Volantis, comme vengeance pour son traitement aux mains des Volantain.
qstr_A_cleric_called_Ulca|Un clerc appelé Ulcagnus m'a raconté une histoire intéressante sur un groupe hérétique - Ariens - qui ont volé une relique sainte. Je dois trouver la bande et, les écraser dans la bataille, sinon persuader ou forcer leurs chef Icorigas de rendre la relique volée ou lui prendre par la force. Ces salauds doivent maintenant être près de Ynys Manaw!
qstr_Samol_has_tasked_you|Samol vous a demandé de récupérer sa corne et le collier. Un vieil ermite, Rodgar, devrait être le propriétaire actuel de la corne. Parlez-lui.
qstr_Ser_Rodrik_Cassel_th|Ser Rodrik Cassel, le châtelain de Winterfell, vous a chargé de l'exécution de Ramsay Snow, le bâtard de Bolton. Ramsay devrait être à la cour de son père.
qstr_Menzo_Mohr_Kastos_ha|Menzo Mohr Kastos vous a chargé de conquérir Volantis et mettre fin à l'esclavage qui domine la ville. Revenir à lui une fois que la ville est à vous, pour réclamer votre récompense.
qstr_Aegon_Bloodborn_has_|Aegon Bloodborn a volé une bande de frères de la mendicité. Le frère aîné de leur septry vous a chargé de le traduire en justice. Le frère aîné vous a dit que hors la loi ont été vus près de High Fall. Peut-être vous pourrez les trouver là-bas.
qstr_Guildmaster_of_{s4}_g|Le maître de guilde de {s4} vous a donné {reg12} pièces pour payer la rançon d'une jeune fille enlevée par des bandits. Vous trouverez les bandits près {s3} et devez leur verser les frais de la rançon. Après vous devrez ramener la fille à {s4}.
qstr_Guildmaster_of_{s4}_pr|Le maître de guilde de {s4} vous a promis {reg12} pièces si vous pouvez faire en sorte que {s12} et {s13} ne représentent plus une menace pour un accord de paix entre {s15} et {s14}. Pour ce faire, vous devez soit les convaincre ou faire en sorte qu'ils tombent en captivité et le restent jusqu'à ce qu'un accord de paix soit trouver.
qstr_Guildmaster_of_{s10}_|Le maître de guilde de {s10}vous a demandé de déplacer un troupeau de bovins à {s13}. Vous gagnerez {reg8} pièces en retour.
qstr_Do_you_have_a_need_for_|Avez-vous besoin de volontaires, {sire/ma dame}? {reg3?Moi et {reg4?{reg3} de mes gars:un de mes gars} sommes:je suis} à la recherche d'un maître. Nous vous rejoindrons pour {reg5} dragons d'or.
qstr_Do_you_have_a_need_for_h|Avez-vous un besoin de hommes saints? {reg3? Moi et {reg4?{reg3} de mes camarades:un de mes camarades} sommes: je suis} à la recherche d'un maître. Nous nous joignons à vous pour {reg5} pièces.
qstr_Do_you_have_a_need_for_t|Avez-vous un besoin de troupes? {reg3?Moi et {reg4?{reg3} de mes camarades: un de mes camarades} sommes: je suis} à la recherche d'un maître. Nous nous joignons à vous pour {reg5} pièces.
qstr_You_chose_well._My_l|Vous avez fait un bon choix. Mes gars savent tenir parole et gagner leur salaire.
qstr_Well_done._Keep_the_|Parfait. Garder l'argent et le vin, et suivez-nous, vous ne craindrez aucun ennemi dans ce royaume.
qstr_We_are_at_your_service.|Nous sommes à votre service. Orientés nous dans la direction d'un marché, et nous ferons le reste!.
qstr_Septon_Germund_has_t|Le Septon Germund vous a chargé de vous rendre au village de Hillhall, craignant qu'il ait pu être attaqué par des sauvageons.
qstr_The_Tattered_Prince_|Le Prince en Guenilles vous a demandé d'incitater Bloodbeard à vous attaquer. Tuez-le et revenez voir le Prince en Guenilles pour réclamer votre récompense.
qstr_The_Tattered_Prince_h|Le Prince en Guenilles vous a demandé d'inciter Bloodbeard à vous attaquer. Tuez-le et revenez voir le Prince en Guenilles pour réclamer votre récompense. La Compagnie du Chat est une grande compagnie de mercenaire, et le prince vous a conseillé de prendre au moins deux cents hommes avec vous.
qstr_{s11}_asked_you_to_rescu|{s11} vous a demandé de sauver {son/sa} {s17}, {s13}, à partir de {s14} en changeant de vêtements et prenant {lui/elle} place en prison.
qstr_{s11}_asked_you_to_rescue|{s11} vous a demandé de sauver {son/sa} {s17}, {s13}, à partir de {s14}.
qstr_We_currently_have_an_|Nous avons actuellement un revenu de {reg0} pièces et les coûts pour les fiefs et les garnisons est de {reg1} pièces.
qstr_{s6}_We_are_losing_{r|{s6} Nous perdons {reg0} pièces en raison de l'inefficacité de la taxe. Cela signifie {reg1} pour cent.
qstr_{s6}_Overall_this_sum|{s6} l'ensemble, revient à {reg0} pièces.
qstr_{reg0}_coins|{reg0} pièces
qstr__We_are_expecting_{re| Nous nous attendons à {reg0} pièces pour les loyers
qstr__The_troop_wages_for_| Les salaires des troupes pour {reg0} troupes nous coûtent {reg1} pièces.
qstr_{s61}_and_{reg0}_coi|{s61} et {reg0} pièces pour les tarifs
qstr_{s4}_{s3}._The_tax_ra|{s4} {s3}. Le taux d'imposition est de {s50}.{s59}{s61}. Dans l'ensemble, cela fait {s62} pièces.
qstr_{s9}_asked_you_to_collec|{s9} vous a demandé de recouvrer la dette de {reg4} pièces, {s3} doit {reg65?elle:il}. {s3} était à {s4} quand vous avez reçu cette quête.
qstr_Defeat_Ramsay_Snow._|Batter Ramsay Snow. Une fois qu'il aura été vaincu, retournez voir Ser Rodrik pour réclamer votre récompense.
qstr_Ser_Arwood_hands_you|Ser Arwood vous remet le collier. Vieux et usé, la gravure à l'intérieur ressemble à une belle femme.
qstr_The_priest_hands_you|Le prêtre vous remet la corne. Elle a l'air vielle, et elle est couverte de runes étranges.
qstr_Samol_has_tasked_you_|Samol vous a demandé de récupérer la corne et le collier. Un vieil ermite, Rodgar, devrait être le propriétaire actuel de la corne. Parlez-lui pour en savoir plus. Ce serait probablement une bonne idée de porter une attention particulière à tout ce qu'il pourrait avoir à dire
qstr_Ser_Rodrik_Cassel_the|Ser Rodrik Cassel, le châtelain de Winterfell, vous a chargé d'éxécuter Ramsay Snow, le bâtard de Bolton. Ramsay devrait être à la cour de son père. Tuez-le, et retourner voir Ser Rodrik pour réclamer votre récompense.
qstr_Aegon_Bloodborn_has_r|Aegon Bloodborn a volé une bande de frères de la mendicité. Le frère aîné de leur septry vous a chargé de le traduire en justice. Le frère aîné vous a dit que les hors la loi ont été vus près de The High Fall. Peut-être que vous pourrez le trouver la-bas. Ou vous pouvez retourner voir le frère aîné et lui mentir, puis réclamer votre récompense.
qstr_Ser_Arwood_hands_you_|Ser Arwood vous remet le collier. Vieux et usé, la gravure à l'intérieur ressemble à une belle femme.
qstr_The_priest_hands_you_|Le prêtre vous remet la corne. Elle a l'air vielle, et elle est couverte de runes étranges.
qstr_The_priest_hands_you_t|Le prêtre vous remet la corne. Elle a l'air vielle, et elle est couverte de runes étranges. Retourner voir Samol pour réclamer votre récompense.
