str_no_string|NO STRING!
str_comment_you_let_me_go_default|L'ultima volta che sono stato vostro prigioniero mi graziaste donandomi la libertà, è stato un bel gesto, e sono molto contento che i nostri imperi non siano ancora in guerra.
str_comment_pledged_allegiance_allied_martial_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Spero che non insozzerete il nome del nostro impero con atti di codardia.
str_comment_pledged_allegiance_allied_martial|Ho sentito che avete promesso fedeltà al nostro {s54}. Non vedo l'ora di poter combattere i nostri nemici al vostro fianco.
str_comment_pledged_allegiance_allied_quarrelsome_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}.. Bah. Fatevi un favore: statemi a distanza.
str_comment_pledged_allegiance_allied_quarrelsome|Ho sentito che avete promesso fedeltà al nostro {s54}. Combattete i nostri nemici, rispettate i vostri compagni, non parlatemi, e non avrete problemi.
str_comment_pledged_allegiance_allied_selfrighteous_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Se fossi in lui non vi farei nemmeno pulire le latrine.
str_comment_pledged_allegiance_allied_selfrighteous|Ho sentito che avete promesso fedeltà al nostro {s54}. Combattete con coraggio e avrete la giusta ricompensa. Azzardatevi a tradirci e faremo di voi un esempio che non si scorderà facilmente.
str_comment_pledged_allegiance_allied_cunning_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Non mostrerò gioia per la decisione, ma forse è meglio avervi sotto la nostra tenda a bisbigliare piuttosto che sapervi in giro a tramare alle nostre spalle.
str_comment_pledged_allegiance_allied_cunning|Ho sentito che avete promesso fedeltà al nostro {s54}. Ottimo. Più sono coloro che combattono con valore e che ci aiutano in questi tempi bui, migliore sarà il nostro futuro. Osserverò i vostri progressi.
str_comment_pledged_allegiance_allied_debauched_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Senza dubbio voi ci tradirete, e io avrò il piacere di giustiziarvi per la vostra slealtà.
str_comment_pledged_allegiance_allied_debauched|Ho sentito che avete promesso fedeltà al nostro {s54}. Eccellente... Sono sicuro che diventeremo amici. Ma ricordate che tradirci sarà il più grave errore della vostra vita.
str_comment_pledged_allegiance_allied_goodnatured_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Beh, non posso dire che mi sarei fidato di voi, ma forse vi meritate il beneficio del dubbio.
str_comment_pledged_allegiance_allied_goodnatured|Ho sentito che avete promesso fedeltà al nostro {s54}. Bene {uomo/donna}! Il nostro Re è una buon'anima, e ricompensa lealtà e valore con generosità e ricchezza.
str_comment_pledged_allegiance_allied_upstanding_unfriendly|Ho sentito che avete promesso fedeltà al nostro {s54}. Purtroppo per quel che conosco di voi, penso che ci porterete disgrazia, ma sarò felice d'essermi sbagliato.
str_comment_pledged_allegiance_allied_upstanding|Ho sentito che avete promesso fedeltà al nostro {s54}. Combattete con valore contro i nostri nemici, ma anche con onore e compassione. Un buon nome è come una buona spada o un buon cavallo negli affari di guerra.
str_comment_our_king_granted_you_a_fief_allied_friendly_cruel|Ho sentito che {s54} ha dato {s51} a voi come feudo. Non dimenticate... Schioccate la frusta e fate lavorare i popolani!
str_comment_our_king_granted_you_a_fief_allied_friendly_cynical|Ho sentito che {s54} ha dato {s51} a voi come feudo. Sono felice di vedere che i vostri feudi aumentano, ma state attento. Gli uomini sono come le vipere, sempre invidiosi delle ricchezze dei vicini. State vicino a me, e vi guarderò le spalle.
str_comment_our_king_granted_you_a_fief_allied_friendly|Ho sentito che {s54} ha dato {s51} a voi come feudo. Possano le vostre proprietà prosperare in ricchezza.
str_comment_our_king_granted_you_a_fief_allied_unfriendly_upstanding|Ho sentito che {s54} ha dato {s51} a voi come feudo. Ma tenete sempre presente che l'orgoglio viene prima di una caduta.
str_comment_our_king_granted_you_a_fief_allied_unfriendly_spiteful|Ho sentito che {s54} ha dato {s51} a voi come feudo. Ho il sospetto, tuttavia, che questo aumenti solamente la distanza fra voi e lo sterco in cui cadrete.
str_comment_our_king_granted_you_a_fief_allied_spiteful|Ho sentito che {s54} ha dato {s51} a voi come feudo. Spero non intendiate tradire il nostro Re...
str_comment_our_king_granted_you_a_fief_allied|Ho sentito che {s54} ha dato {s51} a voi come feudo. Sembrate in grado di gestirlo al meglio.
str_comment_you_renounced_your_alliegance_enemy_friendly|Ho sentito che avete scelto di non seguire più il nostro Re, {s54}. Mi addolora pensare che ora c'incontreremo sul campo di battaglia.
str_comment_you_renounced_your_alliegance_friendly|Ho sentito che avete scelto di non seguire più il nostro Re, {s54}. Speriamo che questo non significhi una guerra fra di noi.
str_comment_you_renounced_your_alliegance_unfriendly_spiteful|Ho sempre pensato che avreste tradito {s54}, ed ora sembra che i miei presentimenti fossero esatti. Spero abbiate la disposizione giusta per morire a causa della vostra slealtà!
str_comment_you_renounced_your_alliegance_unfriendly_moralizing|Ho sentito che avete scelto di non seguire più il nostro Re, {s54}. Sono obbligato a vedervi come una persona che ha tradito il nostro regno, ora.
str_comment_you_renounced_your_alliegance_enemy|Ho sentito che avete scelto di non seguire più il nostro Re, {s54}. Bene, è giunto il momento in cui gli alleati divengono nemici. 
str_comment_you_renounced_your_alliegance_default|Ho sentito che avete scelto di non seguire più il nostro Re, {s54}. Bene, era una vostra decisione, ma non aspettatevi che io sia clemente quando ci scontreremo in battaglia.
str_comment_you_claimed_the_throne_1_player_liege|I miei informatori mi dicono che alcune persone di questo regno parlano di voi come del prossimo Re. Mi aspetto che poniate presto fine a queste inutili e pericolose dicerie.
str_comment_you_claimed_the_throne_2_player_liege|{playername}! I miei informatori mi riferiscono che alcuni dei vostri compagni hanno detto ai contadini che avete il diritto a reclamare il trono. Spero sinceramente che essi abbiano agito di loro iniziativa e non su vostro ordine.
str_comment_lord_intervened_against_me|È cosa nota che abbia litigato con {s54}, e {s50} si è pronunciato a favore del mio rivale.
str_comment_i_protested_marshall_appointment| È ben noto che ho protestato contro la decisione di {s54} di nominare {s51} come Comandante in Capo.
str_comment_i_blamed_defeat|È risaputo quanto sia rimasto insoddisfatto con {s54} per il favore mostrato a {s51}, che ci ha portato alla sconfitta contro il {s56}.
str_comment_i_was_entitled_to_fief|È risaputo il mio disappunto, dato che {s54} ha ricevuto il feudo di {s51}, che doveva andare a me.
str_comment_i_quarreled_with_troop_over_woman|È noto a tutti che {s51} ha donato una veste nuziale a {s54}, mentre ero io a farle la corte. Non merita le di lei attenzioni, e ho intenzione d'insegnare a lui come debba tenere le distanze da ella.
str_comment_i_quarreled_with_you_over_woman_default|Ho saputo che avete donato una veste nuziale a {s54}. Io non credo che siate degno di una donna di simile beltà, e vi consiglio fortemente di cessare con le vostre intenzioni.
str_comment_i_quarreled_with_you_over_woman_derisive|Ho saputo che avete donato una veste nuziale a {s54}. Lasciate che vi dica una cosa... I miei occhi si sono posati su di lei da quando ero un ragazzo e lei una ragazzina. È una dama dell'alta società di questo reame, e non dovrebbe essere svilita dalle attenzione di un rozzo straniero. State alla larga da lei, o preparatevi a pagarne il prezzo!
str_comment_player_suggestion_succeeded|Ho seguito il vostro suggerimento, e ho tratto molto profitto dal vostro consiglio.
str_comment_player_suggestion_failed|Ho seguito il suo suggerimento e sono andato incontro al disastro, e vi ritengo responsabile.
str_comment_you_enfiefed_a_commoner_hesitant|Ho appreso che avete donato {s51} ad un{reg4?a:} borghese che si fa chiamare {s54}. Siate prudente. Apprendere l'arte del governo non è cosa facile, e forse è meglio che i padri demandino ai figli. Vi avverto di non stravolgere l'istituzione della signoria.
str_comment_you_enfiefed_a_commoner_derisive|Ho appreso che avete donato {s51} ad un{reg4?a:} borghese che si fa chiamare {s54}. Non ci avvertirono gli antichi di non fare abiti regali con la pelle di maiale?
str_comment_you_enfiefed_a_commoner_nasty|Ho appreso che avete donato {s51} ad un borghese che ha preso il nome di {s54}. Mostrate attenzione! Un cane può rivoltarsi contro il suo padrone.
str_comment_marriage_normal_family|Congratulazioni per il vostro matrimonio con mia {s11} {s50}. Ora potete considerarvi come parte della famiglia!
str_comment_marriage_normal|Congratulazioni per il vostro matrimonio con {s50}. La notizia fa onore ad entrambi.
str_comment_marriage_normal_nasty|Beh, vedo che avete sposato {s50}. È sempre {reg4?stata una ragazza:stato un ragazzo} sciocca, pronta a trarre conclusioni sbagliate.
str_comment_marriage_elopement_family|Bene... In qualche modo avete persuaso la mia {s11} {s50} a sposarvi. Non so cos'avete fatto perché accettasse, ma la nostra famiglia non dimenticherà questa umiliazione.
str_comment_marriage_elopement_liege|Ho sentito che siete fuggito con {s50}, contro il volere della sua famiglia. Non ne sono compiaciuto. La sua famiglia fa parte delle grandi signorie del mio regno, non mi piace che vederli fare la figura degli sciocchi.
str_comment_you_broke_truce_as_my_vassal|Ho saputo che avete rotto la tregua che io avevo stipulato con il {s55}. Sapete come questo mi fa sembrare? Se aveste agito sotto mio ordine, sarei apparso disonorevole, ma così, agendo di vostra iniziativa mi fate apparire come un debole che non riesce a controllare i suoi vassalli. Ho una mezza idea d'incriminarvi per alto tradimento, qui e ora.
str_comment_you_attacked_neutral_as_my_vassal|Ho saputo che avete attaccato forze di {s55}. In questo modo avete fornito loro il pretesto di attaccare me, se volessero... Vedremo cosa verrà fuori da tutto questo. Avete fatto un bel lavoro oggi!
str_personality_archetypes|Ligio
str_martial|Marziale
str_quarrelsome|Scontroso
str_selfrighteous|Timoroso
str_cunning|Astuto
str_debauched|Sadico
str_goodnatured|Di buon carattere
str_upstanding|Leale
str_roguish|Scherzoso
str_benevolent|Benevolo
str_mercantile|mercantile
str_surrender_demand_default|Arrendetevi o morite!
str_surrender_demand_martial|Le probabilità non sono in vostro favore oggi. Potete lanciarvi contro di noi, ma non vedo disonore in una resa.
str_surrender_demand_quarrelsome|Vi ho messo con le spalle al muro. Arrendetevi, o vi batterò come un cane!
str_surrender_demand_pitiless|Non potete sconfiggermi, e v'impartirò una penosa lezione se ci proverete. Arrendetevi!
str_surrender_demand_cunning|Il nostro numero sovrasta le vostre forze. Arrendetevi, se non per voi, pensate ai vostri uomini!
str_surrender_demand_sadistic|Arrendetevi o vi aprirò come un pesce!
str_surrender_demand_goodnatured|Abbiamo il vantaggio su di voi. Arrendetevi, e riceverete un trattamento onorevole.
str_surrender_demand_upstanding|Potete scendere in combattimento contro di noi, ma molti dei vostri uomini saranno uccisi, e comunque probabilmente perderete. Arrendetevi, e risparmiate ad entrambi un inutile spargimento di sangue.
str_surrender_offer_default|Fermatevi! Mi arrendo!
str_surrender_offer_martial|Fermatevi! Mi arrendo!
str_surrender_offer_quarrelsome|Basta! Avete vinto oggi, maledizione! Agh, che situazione vergognosa!
str_surrender_offer_pitiless|Mi arrendo! Avete vinto. Che sia maledetto questo giorno!
str_surrender_offer_cunning|Ferma! Mi arrendo a voi!
str_surrender_offer_sadistic|Mi arrendo! Mi arrendo! Richiamate i vostri mastini!
str_surrender_offer_goodnatured|Mi arrendo! Congratulazioni per la vostra vittoria!
str_surrender_offer_upstanding|Mi arrendo! Concedetemi l'onore delle armi, e la vostra personale stima!
str_lord_declines_negotiation_offer_default|Potrebbe esistere, ma desidero combattere con voi.
str_lord_declines_negotiation_offer_martial|Potrebbe esistere, ma è mio dovere combattere con voi.
str_lord_declines_negotiation_offer_quarrelsome|Hah! Io voglio combattere con voi.
str_lord_declines_negotiation_offer_pitiless|Perché dovrei preoccuparmi?  Desidero combattere con voi.
str_lord_declines_negotiation_offer_cunning|Ah. Vedete, sfortunatamente io voglio combattere contro di voi.
str_lord_declines_negotiation_offer_sadistic|Non consumatevi la lingua! Ne avrete bisogno a breve, quando chiederete pietà.
str_lord_declines_negotiation_offer_goodnatured|Mi dispiace... Non posso lasciarvi scappare. Senza rancore, eh?
str_lord_declines_negotiation_offer_upstanding|Potrebbe essere, ma il dovere verso il mio sovrano richiede che io combatta contro di voi.
str_prisoner_released_default|Avete la mia gratitudine. Non dimenticherò la vostra benevolenza.
str_prisoner_released_martial|Siete davvero una {persona/donna} d'onore. Non lo dimenticherò!
str_prisoner_released_quarrelsome|Sono libero? Grazie... Addio, allora.
str_prisoner_released_pitiless|Grazie. Quando un giorno subirete la sconfitta, farò richiesta perché la vostra morte sia rapida e pietosa. A meno che, sia chiaro, voi non decidiate di schierarvi dalla nostra parte... Addio, per ora.
str_prisoner_released_cunning|Libero? Siete una brava {persona/donna}. Cercherò di trovare un modo per restituirvi il favore.
str_prisoner_released_sadistic|Libero? La vostra crudeltà è così raffinata, che preferite vedermi umiliato dalla clemenza della libertà che mi concedete, piuttosto che lasciarmi in catene. Godetevi il trionfo, finché potete!
str_prisoner_released_goodnatured|Siete davvero una {persona/donna} d'onore. Non lo dimenticherò!
str_prisoner_released_upstanding|Siete davvero una {persona/donna} d'onore. Non lo dimenticherò!
str_enemy_meet_default|Chi siete voi, che osate venire in armi contro di me?
str_enemy_meet_martial|Qual è il vostro nome? Se giungeremo allo scontro, vorrei sapere contro chi scendo in battaglia.
str_enemy_meet_quarrelsome|Chi diavolo siete voi?
str_enemy_meet_pitiless|Chi siete? Parlate, così che sappia chi sto per squartare.
str_enemy_meet_cunning|Ditemi il vostro nome. È sempre meglio conoscere il proprio nemico.
str_enemy_meet_sadistic|Chi siete voi? Parlate rapidamente, prima che vi tagli la lingua.
str_enemy_meet_goodnatured|Qual è il vostro nome? Se giungeremo allo scontro, vorrei sapere contro chi scendo in battaglia.
str_enemy_meet_upstanding|Chi siete voi, che osate scendere in armi a disputare contro la nostra giusta causa?
str_battle_won_default|Avete dato prova di quanto sia valida la vostra alleanza, oggi.
str_battle_won_martial|Non c'è maggior fortuna della possibilità di mostrare il proprio valore sul campo di battaglia!
str_battle_won_quarrelsome|Hah! Abbiamo mostrato a quei bastardi un paio di cose, laggiù, non è così?
str_battle_won_pitiless|Insieme, insegneremo ai furfanti a temere il nostro nome, e a provare sgomento al nostro arrivo!
str_battle_won_cunning|Ora, dobbiamo essere certi di sfruttare il nostro vantaggio, in modo da non rendere vano il sangue sparso quest'oggi.
str_battle_won_sadistic|Ora lasciateci prendere le spoglie dal nemico e lasciarne i resti ai corvi, così che sia risaputo il destino di coloro che vengono contro di noi.
str_battle_won_goodnatured|Questo è stato un grande evento! Non c'è gioia come quella della vittoria, eh?
str_battle_won_upstanding|Ora, lasciate che ringraziamo i cieli per la nostra vittoria, e che si piangano i molti valorosi che sono caduti in questo giorno.
str_battle_won_grudging_default|Il vostro intervento ha cambiato le sorti sul campo, oggi. Qualunque cosa possa pensare di voi, non posso mancare di riconoscere il vostro valore.
str_battle_won_grudging_martial|{playername}... Avete dimostrato d'essere una {persona/donna} di valore oggi, quali che siano gli errori che avete fatto in passato.
str_battle_won_grudging_quarrelsome|Hmf. Il vostro volto non è esattamente quello che preferisco vedere di solito, ma suppongo che oggi dovrei ringraziarvi per il vostro aiuto.
str_battle_won_grudging_pitiless|Il vostro aiuto di oggi è risultato molto valido. Non avrei immaginato che poteste venire in mio aiuto con benevolenza, ma comunque vi ringrazio.
str_battle_won_grudging_cunning|Dimostrerei scarsa saggezza se non vi ringraziassi per il vostro intervento in mio aiuto nell'ora del bisogno. Quindi... Avete la mia gratitudine.
str_battle_won_grudging_sadistic|Bene! Davvero toccante! {playername} è qui per salvarmi...
str_battle_won_grudging_goodnatured|{playername}! Non posso dire che siamo sempre andati d'accordo in passato, ma avete combattuto bene oggi. A voi vanno i miei ringraziamenti!
str_battle_won_grudging_upstanding|Forse mi sbagliavo sul vostro conto. Il vostro arrivo è stato tempestivo. Avete la mia gratitudine.
str_battle_won_unfriendly_default|Così siete qui. Beh, meglio tardi che mai, come si dice.
str_battle_won_unfriendly_martial|Ci siamo scambiati parole aspre in passato, ma per ora godiamoci semplicemente la nostra vittoria.
str_battle_won_unfriendly_quarrelsome|Se vi aspettate dei ringraziamenti, potete attendere in eterno. Non c'era davvero bisogno del vostro aiuto, ma immagino che non aveste niente di meglio da fare, non è così?
str_battle_won_unfriendly_pitiless|Siete qui, come uno sciacallo che cerca di rubare la preda al leone. Molto bene allora, datevi da fare con le spoglie. Non vi fermerò. Abbuffatevi!
str_battle_won_unfriendly_cunning|{playername}... Beh, immagino che il vostro arrivo non abbia fatto del male a nessuno, tuttavia non posso fingere d'essere felice di vedervi.
str_battle_won_unfriendly_sadistic|State alla larga, carogna! Questa è stata la MIA vittoria, qualunque cosa facciate per rubarne la gloria per voi stesso.
str_battle_won_unfriendly_goodnatured|Oh, siete voi. Beh, immagino di dovervi ringraziare per l'aiuto.
str_battle_won_unfriendly_upstanding|Grazie per l'ausilio che mi avete dato. Ora è meglio che vada, prima che dica qualcosa di cui potrei pentirmi...
str_troop_train_request_default|Ho bisogno di qualcuno come voi per rimetterli in forma.
str_troop_train_request_martial|Hanno bisogno di qualcuno che gli insegni a battersi valorosamente.
str_troop_train_request_quarrelsome|Pazzi grassi bastardi. Mi fanno vomitare.
str_troop_train_request_pitiless|Hanno più timore del nemico che di me, e questo non va bene.
str_troop_train_request_cunning|Ma gli uomini, come le spade, sono forgiati e temprati dal fuoco.
str_troop_train_request_sadistic|Hanno bisogno di qualcuno con la schiena d'acciaio, che gli inietti un po' di coraggio o li uccida tentando di farlo.
str_troop_train_request_goodnatured|Sono in gran parte dei bravi ragazzi, ma temo che non siano ancora pronti per la battaglia.
str_troop_train_request_upstanding|Equivarrebbe ad un eccidio per me, se li conducessi alla battaglia in questo stato.
str_unprovoked_attack_default|Cosa? Perché ci attaccate? Parlate, carogna!
str_unprovoked_attack_martial|Di solito non mi oppongo allo scontro sul campo di battaglia, tuttavia non capisco la ragione del vostro attacco...
str_unprovoked_attack_quarrelsome|State commettendo un grave errore, {ragazzo/ragazza}. Cosa credete di fare?
str_unprovoked_attack_pitiless|Davvero? Se veramente volete morire oggi, sarò più che felice di accontentarvi, ma sono curioso di vedere come pensate di mettere in atto le vostre intenzioni.
str_unprovoked_attack_cunning|Davvero? Penso che stiate agendo in modo davvero poco saggio. Cosa sperate di ottenere procedendo in questo modo?
str_unprovoked_attack_sadistic|Ma che succede? Vi divertite a farvi cavare gli occhi?
; str_unprovoked_attack_goodnatured|Why do you do this? We've got no quarrel.
str_unprovoked_attack_upstanding|Considero questo un attacco proditorio e privo di provocazione, e protesterò presso il vostro Re. Perché l'avete fatto?
str_unnecessary_attack_default|Non esiterò a farvi a pezzi se mi mettete sotto pressione, ma vi offrirò la possibilità di uscire da questa situazione, ritirandovi.
; str_unnecessary_attack_martial|I am eager to take you up on your challenge, although I will give you a minute to reconsider.
str_unnecessary_attack_quarrelsome|Bah! Non sono dell'umore adatto per queste follie. Toglietevi dalla mia vista.
str_unnecessary_attack_pitiless|Sono di umore compassionevole oggi. Fingerò di non avervi sentito.
str_unnecessary_attack_cunning|Non vedo che cosa guadagniate a rendermi vostro nemico. Forse fareste meglio ad andarvene lontano da qui.
str_unnecessary_attack_sadistic|Non ho tempo da perdere con un verme par vostro. Levatevi di torno.
; str_unnecessary_attack_goodnatured|I don't see what you have to gain by picking a fight. You can still ride away.
; str_unnecessary_attack_upstanding|If a fight is what you wish, then you will have one, but I will yet offer you the chance to back down.
str_lord_challenged_default|Come preferite. Preparatevi a morire!
str_lord_challenged_martial|Essia. Difendetevi!
str_lord_challenged_quarrelsome|Impudente! Vi schiaccerò!
str_lord_challenged_pitiless|Se volete morire così malamente, allora non mi lasciate scelta se non quella di accontentarvi.
str_lord_challenged_cunning|Beh, se non mi lasciate proprio scelta...
str_lord_challenged_sadistic|Voi, mucchio di spazzatura! Vi farò desiderare di non aver mai emesso il primo vagito!
str_lord_challenged_goodnatured|Molto bene. Ho sperato che si potesse evitare di giungere ad uno scontro tra noi, ma vedo che non mi lasciate scelta.
str_lord_challenged_upstanding|Essia. Mi rattrista il fatto che abbiate perso il lume della ragione.
str_lord_mission_failed_default|Beh, sono deluso, ma sono sicuro che non vi mancheranno le possibilità di riabilitarvi ai miei occhi.
str_lord_mission_failed_martial|Non c'è onore nel fallire in un incarico che la vostra stessa persona ha chiesto d'ottenere, ma accetterò le vostre giustificazioni, per questa volta.
str_lord_mission_failed_quarrelsome|Avete fallito? Bah. Me lo sarei dovuto aspettare da gente della vostra risma.
str_lord_mission_failed_pitiless|Avete fallito? Beh. Mi avete deluso. Questa è una cosa davvero poco saggia da fare nei miei confronti.
str_lord_mission_failed_cunning|Beh, sono deluso, ma nessuno può garantire che il vento del fato soffi sempre in proprio favore.
str_lord_mission_failed_sadistic|Davvero? Coloro che falliscono con me, non sempre vivono per potersene pentire.
str_lord_mission_failed_goodnatured|Oh beh. Era un incarico difficile, comunque. Grazie per aver fatto un tentativo.
str_lord_mission_failed_upstanding|Molto bene. Sono sicuro che ce l'avete messa tutta.
str_lord_follow_refusal_default|Seguirvi? Dimenticate la vostra condizione.
str_lord_follow_refusal_martial|Però se un giorno darete prova d'essere una persona valorosa e che combatte con onore, allora vi seguirò. Ma non oggi.
str_lord_follow_refusal_quarrelsome|Seguire una persona come voi? Non penso proprio...
; str_lord_follow_refusal_pitiless|Lords like me do not follow people like you.
str_lord_follow_refusal_cunning|Prima mostrate di essere il tipo di {persona/donna} che non mi trascinerà in un disastro, e allora, forse, vi seguirò.
str_lord_follow_refusal_sadistic|Penso di no! O meglio, voi potreste seguirmi, come un cane bastonato segue il suo padrone.
str_lord_follow_refusal_goodnatured|Uhm, sono alquanto occupato dalla mia missione al momento. Forse tra qualche tempo...
str_lord_follow_refusal_upstanding|Prima mostrate d'essere meritevole di guidarmi, e allora forse, vi seguirò.
str_lord_insult_default|vile sleale
str_lord_insult_martial|furfante senza onore
str_lord_insult_quarrelsome|canaglia
str_lord_insult_pitiless|verme della plebe
str_lord_insult_cunning|idiota senza speranza
str_lord_insult_sadistic|bestiola lamentosa
str_lord_insult_goodnatured|disgustosa canaglia
str_lord_insult_upstanding|delinquente senza vergogna
str_lord_derogatory_default|meschino e vile
str_lord_derogatory_martial|testacalda
str_lord_derogatory_quarrelsome|rissoso e fomentatore di divisioni
str_lord_derogatory_pitiless|crudele, tirannico
str_lord_derogatory_cunning|senza scrupoli e manipolatore
str_lord_derogatory_sadistic|vile e disonorevole
str_lord_derogatory_goodnatured|disperatamente ingenuo
str_lord_derogatory_upstanding|rigido e bigotto
str_lord_derogatory_result|ci porta alla rovina
str_lord_derogatory_martial_action|attacca il nemico senza riflettere o pianificare, e butta via la vita dei vostri uomini
str_lord_derogatory_quarrelsome_action|attacca briga con altri signori, lasciandoci divisi e deboli
str_lord_derogatory_pitiles_action|capace di alienarsi la gente comune, provocando rivolte e ammutinamenti
str_lord_derogatory_cunning_action|capace di far saltare un negoziato se ha un nemico alle spalle
str_lord_derogatory_sadistic_action|porta vergogna sulla nostra causa e il nostro regno
str_lord_derogatory_goodnatured_action|abbi pietà dei nostri nemici, piuttosto che combatterli
str_lord_derogatory_upstanding_action|pone il proprio esagerato senso dell'onore al di sopra delle esigenze del regno
str_rebellion_dilemma_martial|{s45} chiaramente si sbagliava. Sebbene io abbia fatto giuramento a {s46}, ciò non m'impone di sopportarlo se egli usurpa il trono illegalmente.
str_rebellion_dilemma_quarrelsome|Uhm. {s46} non mi ha mai dato quanto mi spetta, così non penso di dovergli molto. Comunque, {s45} potrebbe non essere migliore, e {s46} almeno si è mostrato superiore.
str_rebellion_dilemma_pitiless|Uhm. {s45} dice che {reg3?lei:lui} è il legittimo pretendente al trono. Bene... Ciò mi assolve dal giuramento a {s46}. Ma devo ancora soppesare la mia decisione con cautela.
str_rebellion_dilemma_cunning|Uhm. Ho dato giuramento di fedeltà a {s46}, ma i potenti non sono vincolati dai giuramenti come lo siamo noi, persone comuni. Il nostro dovere è di stabilire regole, imporre l'ordine e prevenire la guerra di tutti contro tutti.
str_rebellion_dilemma_sadistic|Uhm. In questo mondo vile, un uomo saggio deve pensare a se stesso, perché nessun altro lo farà. Quindi... Cos'è lui per me?
str_rebellion_dilemma_goodnatured|Io non so cosa dire. Ho fatto giuramento a {s46} quale legittimo regnante, ma se egli non è legittimato a regnare, io non so se ho ancora un vincolo.
str_rebellion_dilemma_upstanding|Questo è un problema. È una grave decisione quella di dichiarare nullo il mio giuramento a {s46}, e dissolvere i legami che impediscono a queste terre di cadere nell'anarchia. Tuttavia mi sono impegnato a sostenere la legittima successione, e {s45} ha anche validi argomenti per reclamare il trono.
str_rebellion_dilemma_2_martial|D'altra parte, {s46} ci ha guidato in guerra e pace, e io detesto rinunciare alla mia fedeltà.
str_rebellion_dilemma_2_quarrelsome|Così dimmi, perché dovrei voltare le spalle al bastardo che conosco, in favore di {reg3?una donna:un bastardo} che non conosco?
str_rebellion_dilemma_2_pitiless|È la posizione più pericolosa in cui trovarsi, chiedere chi farei {reg3?regnante:re} di queste terre. Tuttavia questa è l'opportunità, per me di raccogliere quanto mi è sempre spettato!
str_rebellion_dilemma_2_cunning|{s46} è stato sfidato, e quindi non potrà mai regnare con la forza di uno il cui diritto non è mai stato messo in discussione. Tuttavia se {s45} prendesse il trono con la forza, {reg3?lei:lui} non potrà essere forte quanto chi lo ottiene pacificamente.
str_rebellion_dilemma_2_sadistic|Forse se mi unissi a {s45} mentre {reg3?lei:lui} è ancora debole {reg3?lei:lui} mi renderà ricco, ma forse se portassi a {s46} la vostra testa egli mi darebbe una ricompensa ancora maggiore.
str_rebellion_dilemma_2_goodnatured|{s46} mi ha sempre trattato decentemente, tuttavia è vero che ha fatto torto a {s45}. Esito a rinunciare al mio giuramento a {s46}, tuttavia penso anche che non sia giusto sostenere l'ingiustizia.
str_rebellion_dilemma_2_upstanding|Ritengo di dover fare qualunque cosa sia meglio per il regno, per evitare le devastazioni della guerra civile e dei nemici.
str_political_philosophy_martial|La mia spada è ha disposizione del mio legittimo sovrano, fintanto che lui rispetta il suo dovere verso di me.
str_political_philosophy_quarrelsome|Bah. Sono tutti un branco di bastardi. Cerco di fare in modo che quelli che sbagliano verso di me, imparino a pentirsene.
str_political_philosophy_pitiless|Gli uomini cercheranno sempre di truffare gli altri dei loro legittimi privilegi. In questo mondo sleale, ognuno deve vigilare sui propri diritti.
str_political_philosophy_cunning|Beh, è un mondo duro, ed è il nostro destino trovarci di fronte a scelte difficili. A volte si deve servire un tiranno, per mantenere la pace, ma a volte un po' di ribellione garantisce che il Re si mantenga onesto. Le circostanze sono tutto.
str_political_philosophy_sadistic|La mia filosofia è semplice: meglio essere il lupo che l'agnello.
str_political_philosophy_goodnatured|Beh, si dovrebbe mantenere fede alle promesse, non fare ingiustizie a nessuno. Alle volte è difficile bilanciare le une e le altre. Se si mantiene la coesione con persone fidate è arduo sbagliare.
str_political_philosophy_upstanding|Il potere del Re e dei lords è stato istituito per garantire la pace e prevenire la guerra di tutti contro tutti, ma questo non deve farci dimenticare la possibilità che si verifichino ingiustizie.
str_political_philosophy_roguish|Hmm... Comincio a credere che sia bello essere un lord.
str_political_philosophy_benefactor|Un buon governante si assicura che tutti vengano trattati con giustizia. Personalmente, intendo usare la mia autorità per migliorare la sorte di quelli che vivono nel mio dominio.
str_political_philosophy_custodian|Un buon governante crea le giuste condizioni affinché le persone prosperino. Personalmente, intendo usare la mia ricchezza per me stesso e per il bene comune.
str_rebellion_prior_argument_very_favorable|Ho già ascoltato alcune ragioni in supporto delle vostre pretese al trono e tendo ad essere d'accordo con esse.
str_rebellion_prior_argument_favorable|Ho già ascoltato alcune ragioni in supporto delle vostre pretese al trono e tendo ad essere d'accordo con esse.
str_rebellion_prior_argument_unfavorable|Ho già ascoltato alcune ragioni in supporto delle vostre pretese al trono, ma non le ho trovate convincenti.
str_rebellion_prior_argument_very_unfavorable|Ho già ascoltato alcune ragioni in supporto delle vostre pretese al trono ma sono in forte disaccordo con la maggioranza di esse.
str_rebellion_rival_martial|{s49} il vostro alleato {s44} già una volta ha messo in discussione il mio onore e il mio valore. Avrò la possibilità di affrontare in battaglia questa persona e gli farò rimangiare la sua dichiarazione.
