qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
; qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|Il reclutatore ha portato {reg10} reclute a {s13}.
qstr_Distance_between_{s1|Distanza tra {s14} e {s15}: {reg0}
qstr_Your_caravan_has_bro|La tua carovana ha portato {s12} a {s13}.
; qstr_{s13}_is_unimpressed|{s13} is unimpressed by your paltry gift.
; qstr_The_people_of_{s13}_|The people of {s13} are unimpressed by your paltry gift.
; qstr_Your_caravan_has_los|Your caravan has lost it's way and gave up your mission!
qstr_Transfer_to_{s6}|Trasferisci a {s6}
qstr_{s6}_patrol|Pattuglia di {s6}
qstr_Your_messenger_reach|Il vostro messengero ha raggiunto {S13}.
qstr_{s14}|{s14}
; qstr_Your_messenger_has_l|Your messenger has lost it's way and gave up your mission!
qstr_Not_enough_money_in_|Non c'è abbastanza denaro nel tesoro migliorare le truppe.
qstr_Your_constable_upgra|Il tuo conestabile ha promosso {reg5} {s6} a {s7} in {s8}
qstr_Your_soldiers_patrolli|I tuoi soldati che pattugliavano {s6} si sono sciolti perché non puoi pagare gli stipendi!
qstr_It_is_rumoured_that_|Gira voce che una spia è stata catturata a {s11}.
; qstr_{s0}_is_grumbling_ag|{s0} is grumbling against you.  Your affiliation could be jeopardized if this continues.
; qstr_{s0}_is_grumbling_aga|{s0} is grumbling against you, but with {s1}'s support you remain affiliated for now.
qstr_Your_last_fief_was_c|Il tuo ultimo feudo è stato catturato e hai perso {reg0}/{reg1} del tuo tesoro
qstr__Camp_defenses_have_|Le difese nel vostro campo sono state completate.
; qstr_You_have_broken_off_|You have broken off your raid of {s1}.
; qstr_You_have_broken_off_y|You have broken off your siege of {s1}.
; qstr_You_cannot_maintain_|You cannot maintain your siege of {s1} from this distance. You risk your lines breaking.
; qstr__Your_siege_camp_was| Your siege camp was destroyed while you were away!
; qstr_You_are_not_strong_e|You are not strong enough to lift a weapon fit for your promotion!
; qstr_You_are_not_strong_en|You are not strong enough to hold all that weight required with promotion!.
; qstr_Your_arms_are_to_wea|Your arms are to weak to advance in the artillary at this moment.
qstr_You_require_more_hor|Sono richieste maggiori competenze in equitazione per migliorare la vostra posizione!
; qstr_array_GC|array GC
; qstr_array_GC:_owner_acti|array GC: owner active, an array or is 0
; qstr_array_GC:_removing_{|array GC: removing {reg21}
; qstr_Checking_rejoin_of_{|Checking rejoin of {s10} days on mission: {reg0}
qstr_Reinforcements_from_|Rinforzi da {s14}
qstr_The_released_prisone|I prigionieri liberati non eerano affidabili e ora si preparano ad attaccavi!
qstr_Warning!|Attenzione!
qstr_The_released_prisoner|I prigionieri che hai liberato se ne vanno non appena la battaglia finisce. Non li rivedrai di nuovo.
qstr_Notice!|Avviso!
qstr_The_released_prisoners|I prigionieri che hai liberato ti sono rimasti fedeli e si uniranno a voi
qstr_You_have_{reg0}_days_|Hai ancora {reg0} giorni prima di essere dichiarato un disertore!
qstr_You_have_now_been_de|Sei stato dichiarato come disertore!
qstr_{reg65?my_Lady:my_Lo|{reg65?mia signora:mio signore}
qstr_{reg65?My_Lady:My_Lo|{reg65?Mia signora:Mio signore}
qstr_{reg65?madame:sir}|{reg65?signora:signore}
qstr_{reg65?Madame:Sir}|{reg65?Signora:Signore}
qstr__no_fiefs_|(nessun possedimento)
qstr__fiefs:_{s0}_|(feudi: {s0})
qstr_It_s_your_money_or_y|O la borsa o la vita, {amico/amica}. Non una mossa falsa o vi facciamo fuori.
qstr_Lucky_for_you_you_ca|Per vostra fortuna, mi trovate sereno. Dateci tutti i vostri soldi e forse vi lasceremo in vita...
qstr_This_a_robbery_eh?_I|Questa è una rapina, chiaro? Vi concedo la possibilità di consegnarmi tutto quello che avete, oppure io e i miei compagni vi uccideremo. Capito!?
qstr_we_have_made_very_li|Abbiamo fatto piccolissimi progressi finora...
qstr_we_have_suceeded_in_|Siamo riusciti a guadagnare terreno, ma abbiamo ancora una lunga strada da percorrere.
qstr_we_have_become_a_sig|Siamo diventati una forza non indifferente, e abbiamo financo una possibilità di vittoria.
qstr_we_are_winning_the_w|Stiamo vincendo la guerra, ma i nostri nemici stanno ancora resistendo.
qstr_we_are_on_the_verge_|Siamo a un passo dalla vittoria. I nemici rimanenti non rappresentano una seria minaccia, ma dobbiamo ancora sconfiggerli.
qstr_{reg1?She:He}_can_t_|{reg1?Lei:Lui} non può leggerlo.
qstr_{reg1?She:He}_have_a|{reg1?Lei:Lui} l'ha già letto.
qstr_{reg1?She:He}_is_rea|{reg1?Lei:Lui} lo sta leggendo.
qstr_{reg1?She:He}_can_re|{reg1?Lei:Lui} può leggerlo.
qstr_Your_sovereignty_has|La tua sovranità non ha una specifica cultura
qstr_Your_sovereignty_cul|La cultura della tua sovranità è: {s11}
qstr_Sovereignty_culture:|Cultura della sovranità: Nessuna
qstr_Sovereignty_culture:_|Cultura della sovranità: {s11}
qstr_{s11}|{s11}
qstr_The_goverment_of_the|Il governo di {s10} è {s4}.
qstr_The_upper_class_soci|L'alta società è {s5}.
qstr_The_people_are_{s6}.|Le nostre persone sono {s6}.
qstr_The_troops_have_{s7}|Le nostre truppe hanno {s7}.
qstr_The_government_s_app|L'approccio del governo al commercio è {s0}.
qstr_Our_goverment_is_{s4|Il nostro governo è {s4}.
qstr_Our_people_are_{s6}.|Le nostre persone sono {s6}.
qstr_Our_troops_have_{s7}|Le nostre truppe hanno {s7}.
qstr_Our_approach_to_trad|Il nostro approccio al commercio è {s0}.
qstr_According__to_the_re|Secondo il rapporto delle nostre spie
qstr_{s10}_{reg3}_lords_s|{s10} {reg3} lords supportano {s9}.
; qstr_Sorry_currently_I_ca|Sorry, currently I can't provide any information about the lord's mood, our spies haven't reported back yet.
qstr_{s11}_and_{s12}|{s11} e {s12}
qstr_We_are_not_at_war_wi|Non siamo in guerra con nessuno.
qstr_We_are_at_war_with_{|Siamo in guerra con {s12}.
qstr_Our_sovereignty_curr|La tua sovranità conta {reg2} soldati
qstr_{s6}_garrisoned_in_{|{s6} di guarnigione a {reg2} città
qstr_{s6}_and_{reg2}_cast|{s6} e {reg2} castelli.
; qstr_{s6}_In_addition_we_|{s6} In addition we have {reg2} soldiers in the field.
qstr_We_currently_have_{r|Abbiamo attualmente{reg2} soldati.
qstr_{s6}_In_addition_you|{s6} Inoltre hai {reg2} soldati nel tuo seguito e {reg3} in pattuglie.
; qstr_He_fields_{reg2}_sol|He fields {reg2} soldiers.
qstr_We_currently_have_{re|Al momento abbiamo {reg2} soldati di guarnigione a {s60}.
qstr_You_are_preferring_m|Preferisci unità da mischia.
qstr_You_are_preferring_r|Preferisci unità a distanza.
qstr__and_the_additional_|e un addestratore supplementare.
; qstr_We_currently_have_an|We currently have an income of {reg0} denars and costs of {reg1} denars from fiefs and garrions.
; qstr_{s6}_We_are_losing_{|{s6} We are losing {reg0} denars due to tax inefficiency. That means {reg1} percent.
; qstr_{s6}_Overall_this_su|{s6} Overall this sums up to {reg0} denars.
qstr_no|no
qstr_{s60}_is_currently_o|{s60} è attualmente occupata da fuorilegge dovremmo andare a contrastarli il più presto possibile.
qstr__We_are_expecting_{r|Ci aspettiamo {reg0} monete dagli affitti
qstr__The_troop_wages_for|Il salario di truppe per {reg0} truppe ci costa {reg1}  monete.
qstr_{s61}_and_{reg0}_den|{s61} e {reg0} denari dalle tariffe
qstr_Well_{s60}.|Bene, {s60}.
; qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. The tax rate is {s50}.{s59}{s61}. Overall this sums up to {s62} denars.
qstr_Tax_rate_for_{s6}:_{|Livello tassazione per {s6}: {s11}
qstr_The_{s17}_has_the_fol|Il {s17} ha i seguenti miglioramenti: {s18}.
; qstr_You_have_shown_great|You have shown great strength on the battlefield. But why should I enlist you within us?
; qstr_All_of_life_is_about|All of life is about pros and cons. Why would we allow you to be our fellow?
; qstr_I_know_people_do_fea|I know, people do fear your harshness. Should we though?
; qstr_Indeed_I_have_heard_|Indeed, I have heard of your loyalty and valor. But is it enough to join us?
; qstr_I_m_glad_you_want_to|I'm glad you want to support us. But, would it be wise for you, to affiliate to our family?
; qstr_Beside_your_wealth_h|Beside your wealth, how could you possibly serve me and my family?
; qstr_My_friend_I_see_your|My friend, I see your reasoning. But would you really risk straining our friendship by entering into a formal partnership?
; qstr_Agreed!_Your_words_c|Agreed! Your words convice me as much as your blade.
; qstr_I_trust_you_my_famil|I trust you, my family could use your resourcefulness. Together we will spread our influence all over the world.
qstr_May_God_have_mercy_o|Che Dio abbia pietà delle anime dei nostri nemici, poichè noi non ne avremo!
qstr_So_be_it._We_are_hon|Così sia. Siamo onorati di accoglierti nella nostra famiglia.
qstr__I_will_appreciate_y|Siete come un figlio per me.
qstr_I_accept_your_reques|Accetto la vostra richiesta. Vi sosterremo se sosterrete la mia famiglia.
; qstr_Since_you_have_turne|Since you have turned out to be a worthy fellow, you should be worthy for our entire family.
qstr_Your_leader_is_not_e|Il vostro condottiero non è nemmeno un re e dovrei unirmi a voi?
qstr_{s40}_I_would_never_|{s40} non mi unirò mai a qualcuno che non possiede una città o un castello.
qstr_{s40}_I_know_too_lit|{s40} So troppo poco riguardo al vostrocondottiero.
qstr_{s40}_I_found_your_m|{s40} Ho trovato il vostro messengero poco convincente.
qstr_{s40}_Next_time_I_wo|{s40} La prossima volta preferirei parlare con qualcuno che non agisce come un pazzo.
qstr_{s40}_Next_time_I_wou|{s40} La prossima volta preferirei parlare con qualcuno di buone maniere.
qstr_{s40}_I_rather_stay_|{s40} preferisco restare fedele al mio re.
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}, quando abbiamo cominciato il nostro lungo cammino, poche persone avevano il coraggio di aiutarmi. E ancor meno avevano il coraggio di mettere le loro vite a rischio per la mia causa. Non hanno però esitato un attimo a gettarsi nella mischia contro i miei nemici. Siamo andati avanti insieme, e c'erano tempi nei quali stavo per perdere ogni speranza. Ma con l'aiuto di Dio, siamo riusciti a prevalere. Ora per me è il momento di lasciare la vostra Compagnia e di prendere ciò che è mio di diritto. D'ora in poi, sopporterò la grande responsabilità di governare {s3}. Ci sono ancora molte sfide dinnanzi a noi e conto sul vostro aiuto per superarle. Certamente, rimarrete sempre il mio primo vassallo.
qstr_Find_and_speak_with_{|Trova {s3} del {s4} e parlagli per porgere i tuoi omaggi e prestare giuramento.
qstr__We_will_of_course_n| Sarà ovviamente necessario attendere fino a che il regno avrà terminato la campagna militare.
qstr__{s1}_has_been_accep|{s1} ha accettato di divenire vassallo di {s2}.
qstr_{s6}_has_joined_your_|{s6} si è unito alla tua compagnia
qstr_I_am_{s4}_the_ruler_|Sono {s4}, il governatore di {s6}
qstr_I_am_{s4}_{s8}_of_{s|Io sono {s4}, {s8} di {s9}
qstr_I_am_{s4}_a_vassal_o|Sono {s4}, vassallo di {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? e il lord di {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} ti ha chiesto di procurarti {reg3} capi di bestiame e di portarglieli.
qstr_{s9}_wants_you_to_fol|{s9} vuole che tu segua la sua armata fino ad ulteriori ordini.
qstr_{s9}_asked_you_to_sc|{s9} ti ha chiesto di esplorare {s13}, {s14} e {s15}, e poi di fare rapporto.
qstr_pupil|Pupillo
qstr_you|voi
qstr_You_are_challenging_|Mi avete sfidato a duello? Che buffone! Come volete, {playername}, sarà un bell'esercizio spaccarvi la testa!
qstr_{s16}_and_{s17}|{s16} e {s17}
qstr_Very_well_I_will_acc|Benissimo, vi riaccoglierò tra mie fila, se vorrete rinnovare il vostro giuramento.
qstr_A_pardon_will_only_b|Il perdono sarà possibile solo se vorrete cedermi {s17} denari. Accettate le mie condizioni?
qstr_No._There_is_no_chan|No. Non c'è possibilità di pace tra noi, non ne voglio sapere.
; qstr_{s1}_exchanged_{s2}_|{s1} exchanged {s2} to {s3} for {s4}.
qstr_Our_marshal_{s1}|Il nostro Comandante in Capo, {s1}
qstr_Our_liege_{s1}|Nostro sovrano, {s1}
qstr_go_on_the_offensive_| andare all'offensiva adesso.
qstr_act_to_defend_our_la|agire per difendere le nostre terre.
qstr_take_more_time_to_ga|richiedere più tempo per riunire l'esercito.
qstr_You_promised_to_help|Hai promesso di aiutare {s13} a reclamare il trono del {s14}.
qstr_What_do_you_say_to_e|Cosa ne pensate di entrare al servizio di {s9} come capitano mercenario? Non ho dubbi che sareste all'altezza del compito.
qstr_{s9}_asked_you_to_ta|{s9} ti ha chiesto di portare il messaggio a {s13}. Si ritiene che {s13} fosse a {s4} quando ti è stata affidata la missione.
qstr_{s9}_asked_you_to_tak|{s9} ti ha chiesto di portare il messaggio a {s13} del {s15}. {s13} era a {s4} quando ti è stata affidata la missione.
qstr_{s11}_asked_you_to_e|{s11} ti ha chiesto di scortare {reg65?la:lo} {s17} {s13} a {s14}.
qstr_{s13}_asked_you_to_d|{s13} ti ha chiesto di occuparti dei banditi che stanno occupando il villaggio di {s15} e poi di fare rapporto.
qstr_{s9}_asked_you_to_ra|{s9} ti ha chiesto di aumentare {reg1} {s14} e portarglieli.
qstr_{s9}_asked_you_to_co|{s9} ti ha chiesto di raccogliere le tasse da {s3}. Ti ha offerto un quinto dei denari che raccoglierai.
qstr_{s9}_asked_you_to_hu|{s9} ti ha chiesto di inseguire un fuggitivo chiamato {s4}. Questi era a {s3}.
qstr_{s9}_asked_you_to_as|{s9} ti ha chiesto di assassinare un mercante locale a {s3}.
qstr_{s9}_has_asked_you_t|{s9} ti ha chiesto di parlare con una spia a {s13}.
qstr_{s11}_asked_you_to_f|{s11} ti ha chiesto di seguire la spia che lascerà {s12}. Fa attenzione a non permettere che la spia ti veda durante il viaggio, o potrebbe insospettirsi e tornare indietro. Una volta che la spia si sarà incontrata con il suo complice, dovrai catturarli e riportarli a {s11}.
qstr_{s11}_asked_you_to_c|{s11} ti ha chiesto di catturare un lord dal {s13}, un lord qualsiasi, e di portare la vittima a {s11} per essere posta sotto custodia.
qstr_{s9}_asked_you_to_le|{s9} ti ha chiesto di prestargli il tuo compagno {s3} per una settimana.
qstr_{s9}_asked_you_to_col|{s9} ti ha chiesto di riscuotere il debito di {reg4} denari {s3} dovuti a lui. {s3} era a {s4} quando la missione ti è stata affidata.
qstr_{s11}_gave_you_a_fak|{s11} ti ha dato una lettera falsa per ingannare {s13} bandendo il suo vassallo {s16}. Devi andare vicino {s14}, dare la lettera a uno dei tuoi {s15} e mandarlo nella città come un messaggero, facendo in modo che creda veri i suoi ordini perché sia convincente.
qstr_{s9}_has_requested_y|{s9}  ti ha chiesto di portargli {reg1} {s3} prigioniero.
qstr_Lend_your_experience|Concedi il tuo esperto cerusico {s3} a {s1}.
qstr_Then_take_it_with_my|Allora prendetelo, con i miei eterni ringraziamenti. Voi siete {un uomo/una donna} nobile. Non dimenticherò mai che mi avete aiutato nel momento del bisogno.
qstr_Forgive_me_{playerna|Perdonami, {playername}, ma devo insistere perché accettiate. Le ricchezze significano poco per me, e vi devo molto. Ecco, prendete, e non parliamone più.
qstr_{playername}_what_a_|{playername}, siete {un caro uomo/una cara donna}, ma non vi permetterò di rifiutare questo. Vi devo molto più di quanto possa ricordare, e sono sicuro che potrete fare miglior uso di me di questo denaro.
qstr_{s11}_asked_you_to_r|{s11} ti ha chiesto di salvare {reg65?sua:suo} {s17}, {s13}, da {s14} dandogli una lezione e mettendol{reg4?a:o} al suo posto: in prigione.
qstr_{s11}_asked_you_to_re|{s11} ti ha chiesto di riscattare {reg65?sua:suo} {s17}, {s13}, da {s14}.
qstr_{s11}_asked_you_to_d|{s11} ti ha chiesto di consegnare un messaggio a {s13}, che è imprigionato a {s14}.
qstr_You_agreed_to_challe|Sei d'accordo sullo sfidare {s13} per difendere l'onore di {s11}.
qstr_{s5}__Persuasion_str|{s5} (Forza di persuasione: {reg5})
qstr_Persuasion_Attempt|Tentativo di Persuasione
qstr_Your_current_action_|La vostra azione è vergognosa.
qstr_{s12}_and_{s11}|{s12} e {s11}
qstr_You_can_find_book_me|Potete trovare un mercante di libri a {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|Potete trovare un riscattatore a {s11}.
qstr_You_don_t_have_enoug|Non hai abbastanza monete.
qstr_You_don_t_have_enough|Non hai abbastanza spazio.
qstr_Good_luck._You_get_a|Fortunato. Ottieni {s4}{s3}.
qstr_Bad_luck._You_get_a_|Sfortunato. Ottieni {s4}{s3}.
qstr_You_get_a_{s3}.|Ottieni {s3}.
qstr_I_must_admit_I_can_t|Devo ammettere che non posso permettermi il costo del vostro ingaggio al momento.
; qstr_Are_you_mad?_That_s_|Are you mad? That's not going to happen!
qstr_A_villager_from_{s7}|Un abitante di {s7} ti ha supplicato di salvare il suo villaggio dai banditi che hanno trovato rifugio lì.
qstr_You_chose_well_{s0}.|Avete scelto bene,  {s0}. I miei {reg65?compagni:ragazzi} sanno mantenere la parola e guadagnarsi la paga.
qstr_Well_done_{s0}._Keep|Ben fatto, {s0}. Conservate i soldi e il vino senza paura durante il viaggio, non c'è nemico in questo mondo che dobbiate temere.
qstr_We_are_at_your_servi|Siamo al vostro servizio, {signore/signora}. Indicateci la direzione di costoro che abbisognano di una lezione, e noi faremo il resto.
qstr_The_Guildmaster_of_{|Il Borgomastro di {s13} ti ha chiesto di occuparti dei banditi che si aggirano per queste campagne.
qstr_{s9}_of_{s3}_asked_y|Il {s9} di {s3} ti ha chiesto di consegnare {reg5} unità di {s6} alla taverna a {s4} entro 7 giorni.
qstr_Escort_the_merchant_|Scorta la carovana fino alla città di {s8}.
qstr_The_merchant_{s9}_of|Il mercante {s9} di {s4} ti ha chiesto di scacciare i banditi molesti che si aggirano nelle vicinanze della città.
qstr_Guildmaster_of_{s4}_|Il Borgomastro di {s4} ti ha dato {reg12} denari per pagare il riscatto di una ragazza rapita dai banditi. Devi incontrare i banditi vicino {s3} e pagare la quota del riscatto. Dopodichè dovrai portare la ragazza a {s4}.
qstr_Guildmaster_of_{s4}_p|Il Borgomastro di {s4} ti ha promesso {reg12} denari se farai in modo che {s12} e {s13} non rappresentino più una minaccia per un trattato di pace fra {s15} e {s14}. A tal fine, devi convincerli entrambi o fare in modo che vengano catturati e rimangano in cattività affinché l'accordo di pace venga firmato.
qstr_The_Guildmaster_of_{s|Il Borgomastro di {s14} ti ha chiesto di occuparti dei banditi che stanno terrorizzando le strade di {s14}. Si palesano solo di notte, e attaccano i viaggiatori isolati per la via.
qstr_Guildmaster_of_{s10}|Il Borgomastro di {s10} ti ha chiesto di portare una mandria di bestiame a {s13}. Riceverai {reg8} denari al tuo ritorno.
qstr_He_is_not_commanding|Non sta comandando alcuna Compagnia al momento.
qstr_He_currently_command|Al momento sta comandando {reg0} uomini{reg1?, dei quali circa {reg1} sono feriti:}.
qstr_The_elder_of_the_vil|L'anziano del villaggio di {s3} ti ha chiesto di portargli {reg5} sacchi di grano.
qstr_The_elder_of_the_vill|L'anziano del villaggio di {s13} ti ha chiesto di addestrare {reg5} popolani perché possano combattere i banditi locali.
qstr_The_elder_of_the_villa|L'anziano del villaggio di {s3} ti ha chiesto di portargli {reg5} capi di bestiame.
qstr_{s16}_and_{s15}|{s16} e {s15}
qstr_I_can_smell_a_fat_pu|Posso sentire l'odore di una borsa piena a miglia di distanza. Mi sembra che la vostra potrebbe sgonfiarsi un po', eh?
qstr_Why_it_be_another_tr|Salve, vorrei mettervi in guardia... Sapete, questo è un paese pericoloso per {un bravo ragazzo/una brava ragazza} come voi, ed essendo in viaggio, potreste fare dei cattivi incontri per strada! Con una piccola donazione i miei uomini si assicureranno che voi possiate arrivare senza pericolo dove volete, che ne dite? È una proposta ragionevole, non trovate?
qstr_Well_well_look_at_th|Bene bene, guardate qui! Fareste meglio a sputare un po' d'argento, o io e i miei amici dovremo farvi del male.
qstr_There_s_a_toll_for_p|C'è un pedaggio per passare liberamente attraverso queste terre, da pagare a noi, così... Se non volete pagare, possiamo prendere il pedaggio direttamente dalla vostra borsa...
qstr_Another_fool_come_to|Ecco qualcuno venuto a buttarsi direttamente sulla mia lama... Bene, combattiamo!
qstr_We_re_not_afraid_of_|Non ci dispiace per voi, {messere/fanciulla}. È tempo di spaccare un po' di teste!
qstr_That_was_a_mistake._|È stato un errore. Ora renderò la vostra morte lunga e dolorosa.
qstr_Brave_words._Let_s_s|Parole coraggiose. Vediamo come ve la cavate con i fatti, idiota!
qstr_your_lordship|Vostra signoria
qstr_A_{s5}?_Well..._Yes_|Un {s5}? Beh... Si, penso di Si. Che strana domanda.
qstr_Eh?_No_it_most_certa|Eh? No, certamente non è un {s5}. Se fossi in voi metterei in dubbio le mie convinzioni.
qstr_This_is_the_{reg4?to|{reg4?Questa è la città:Questo è il villaggio} di {s5}, {signore/signora}.
qstr_{s6}_Our_{reg4?town:|{s6} {reg4?La nostra città:Il nostro villaggio} e le terre circostanti appartengono a voi, naturalmente, {mio signore/mia signora}.
qstr_{s6}_Our_{reg4?town:v|{s6} {reg4?La nostra città:Il nostro villaggio} e le terre circostanti appartengono a {s7} del {s8}.
qstr_{s3}_and_{s5}|{s3} e {s5}
qstr_{reg20?We_mostly_pro|{reg20?Noi qui produciamo soprattutto {s5}:Non stiamo producendo molto in questi giorni}. Se volete saperne di più, potete parlare con {reg4?il nostro Borgomastro:l'anziano del villaggio}. È qua vicino, proprio laggiù.
qstr_Do_you_have_a_need_f|Avete bisogno di mercanti, {mio signore/mia signora}? {reg3?Io e {reg4?{reg3} dei miei compagni:uno dei miei compagni} stiamo:sto} cercando una Compagnia. Ci uniremo a voi per {reg5} denari.
qstr_Do_you_have_a_need_fo|Avete bisogno di uomini devoti, {mio signore/mia signora}? {reg3?Io e {reg4?{reg3} dei miei compagni:uno dei miei compagni} stiamo:sto} cercando una Compagnia. Ci uniremo a voi per {reg5} denari.
qstr_Do_you_have_a_need_for|Avete bisogno di truppe, {signore/signora}? {reg3?Io e {reg4?{reg3} dei miei compagni:uno dei miei compagni} stiamo:sto} cercando una Compagnia. Ci uniremo a voi per {reg5} denari.
qstr_You_chose_well_{sir/|Avete scelto bene, {signore/signora}. I miei ragazzi sanno mantenere la parola e guadagnarsi la paga.
qstr_Well_done_{sir/madam|Ben fatto, {signore/signora}. Conservate i soldi e il vino senza paura durante il viaggio, non c'è nemico in Calradia che dobbiate temere.
qstr_We_are_at_your_servic|Siamo al vostro servizio, {signore/signora}. Indicateci la direzione di costoro che abbisognano di una lezione, e noi faremo il resto.
qstr_You_wont_find_better|Non troverete mercanti migliori nel resto del mondo.
qstr_You_won_t_regret_thi|Non ve ne pentirete!
qstr_{s3}_of_{s4}_wishes_|{s3} da {s4} vuole nominare un nuovo Comandante d'armata e chiama i suoi vassalli in consiglio. {s1} e {s2} sono i possibili candidati.
qstr_{s2}_has_heard_his_va|{s2} ha valutato il consiglio dei suoi vassalli. È stato scelto {s1} quale Comandante d'armata di {s3}.
qstr_{s1}_of_{s3}_was_def|{s1} del {s3} è stato battuto in battaglia, ma è riuscito a fuggire. 
qstr_Reading_Progress:_{r|Progressi Lettura: {reg1}%
qstr_{s1}_has_been_besiege|{s1} è assediato da {s2} di {s3}.
qstr_{s1}_is_the_new_marsh|{s1} è il nuovo comandante in capo di {S2}.
qstr_{reg0?One_of_your_pri|{reg0?Uno dei tuoi prigionieri, :}{s1} di {s3} è riuscito a fuggire!
qstr_You_were_a_child_of_the|Sei un erede della steppa, la tua nascita e crescita si è verificata in una tribù di nomadi che vive in grandi accampamenti nella prateria, è stata dura. Come ogni membro della tribù, anche la tua famiglia venera i cavalli più di ogni altra cosa, ti hanno insegnato a cavalcare prima ancora che a camminare.
qstr_As_a_{reg3?girl:boy}_growing_out_of|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, la tua assegnazione è presso la corte di un nobile del paese. I tuoi primi insegnamenti riguardano l'umiltà, come quella che mostrano talvolta i signori e le signore del casato. Ma dai loro giochi di scacchi, dai loro pettegolezzi, e persino dalla poesia di grandi opere e di amor cortesi, hai cominciato velocemente ad imparare tutto riguardo le competizioni ed i conflitti degli adulti. Hai imparato anche dai giochi rudimentali degli altri ragazzi, che combattono con bastoni per imitare le spade dei più grandi.
qstr_As_a_{reg3?girl:boy}_growing_out_of_|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, cavalchi attraverso le grandi steppe con un tuo cavallo, imparando le strade da percorrere sull'erba e sul deserto. Anche se a volte patisci la fame, hai imparato l'arte della caccia e dell'esplorazione in queste terre selvagge. Diventi sempre più {reg3?muscolosa crescendo come una nomade:muscoloso crescendo come un nomade}.
qstr_Though_the_distinction_felt_sudden_to_you_somewh|Anche se noti il cambiamento all'improvviso, in qualche modo sei {reg3?diventata una donna:diventato un uomo}, e il mondo intero sembra cambiare intorno a te. Studi all'università in una grande città, occupandoti di teologia, filosofia e medicina. Ma non tutte le lezioni vengono impartite in aula. Non frequenti buone amicizie, ti aggreghi a gente che cerca donne, vino e una rissa. Comunque, sai mettere a posto una mandibola rotta, o persuadere un cittadino arrabbiato ad accettare un rimborso dei danni per la distruzione del suo locale.
qstr_You_are_currently_rea|Stai attualmente leggendo {s8}.
qstr_Current_party_size_li|L'attuale limite di dimensione della Compagnia è {reg5}.^I momentanei modificatori della dimensione della Compagnia sono:^^Dimensione di base:  +30^Comando: {s2}{reg1}^Carisma: {s3}{reg2}^Fama: {s4}{reg3}^TOTALE:  {reg5}
qstr_Your_relation_with_th|Il tuo rapporto con le fazioni è:^{s2}
qstr_Player_renown_is_inc|La fama del personaggio è cresciuta di 100.
qstr_Player_honor_is_incr|L'onore del personaggio è cresciuto di 1 e adesso è {reg7}.
qstr_{s1}_of_{s3}_managed|{s1} del {s3} è riuscito a scappare.
qstr_However_since_you_are|Comunque, dato che non sei {seguace/seguace} di {s9}, non c'è possibilità che lui voglia renderti {il sognore/la signora} di {reg8?questa città:questo castello}.
qstr_As_you_approach_you_are|Come ti avvicini, le guardie del castello ti avvistano, ti danno il benvenuto e aprono i cancelli per {il loro re/la loro regina}.
qstr_{s13}_A_tournament_w|{s13} Un torneo si svolgerà qui a breve.
qstr_{s1}_s_Ship|Nave di {s1}
qstr_{s13}_asked_you_to_re|{s13} ti ha chiesto di fare rapporto a lui con almeno {reg13} truppe in seguito.
qstr_Party_has_nothing_to|La Compagnia non ha niente da mangiare!
qstr_{s1}_of_{s3}_has_bee|{s1} del {s3} è stato rilasciato dalla prigionia.
qstr_{s1}_has_switched_fr|{s1} è passato da {s2} a {s3}.
qstr_I_am_{s4}_the_ruler_o|Sono {s4}, il governatore di {s6}
qstr_I_am_{s4}_a_vassal_of|Sono {s4}, vassallo di {s6}
qstr_{s9}_asked_you_to_take|{s9} ti ha chiesto di portare il messaggio a {s13} del {s15}. {s13} era a {s4} quando ti è stata affidata la missione.
qstr_{s11}_asked_you_to_es|{s11} ti ha chiesto di scortare la {s17} {s13} a {s14}.
qstr_{s13}_asked_you_to_de|{s13} ti ha chiesto di occuparti dei banditi che stanno occupando il villaggio di {s15} e poi di fare rapporto.
qstr_{s9}_asked_you_to_rai|{s9} ti ha chiesto di aumentare {reg1} {s14} e portarglieli.
qstr_{s9}_asked_you_to_coll|{s9} ti ha chiesto di raccogliere le tasse da {s3}. Ti ha offerto un quinto dei denari che raccoglierai.
qstr_{s11}_asked_you_to_ca|{s11} ti ha chiesto di catturare un lord dal {s13}, un lord qualsiasi, e di portare la vittima a {s11} per essere posta sotto custodia.
qstr_{s9}_asked_you_to_colle|{s9} ti ha chiesto di riscuotere il debito di {reg4} denari {s3} dovuti a lui. {s3} era a {s4} quando la missione ti è stata affidata.
qstr_{s11}_asked_you_to_res|{s11} ti ha chiesto di salvare sua {s17}, {s13}, da {s14} dandogli una lezione e mettendolo al suo posto: in prigione.
